dataset,task,rows,features,subsampled,signature,flags,model,model_name,eligible,ruled_out_why,recommended_rank,score,score_std,seconds,status,detail,seed
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,SV1,SVM (linear),True,,12,0.7008743169398908,0.020967671331462424,0.14,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,SV2,Kernel SVM (RBF/Poly),True,,9,0.5120708383313343,0.018356227048412985,0.37,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,PR1,Naive Bayes,True,,16,0.5129381580701053,0.020562915973026872,0.1,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,IB1,k-Nearest Neighbors,True,,14,0.5543819139011062,0.03021765402229714,0.13,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,DR4,LDA (Linear Discriminant Analysis),True,,11,0.6761048913767826,0.013575785038244052,0.18,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,NN1,Perceptron,True,,17,0.5696954551512728,0.044753835346770125,0.11,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,NN2,MLP (Feedforward),True,,5,0.5912115153938424,0.056517790569360224,3.11,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN3,XGBoost,True,,4,0.588031787285086,0.02103471026079817,2.2,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN4,LightGBM,True,,2,0.5879354924696788,0.03209486007027646,1.63,ok,,0
Hill_Valley_without_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.6113301346128216,0.028530970238447858,2.57,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,LM2,Logistic Regression,True,,10,0.7053244817775369,0.03622289377214071,0.13,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,TR1,Decision Tree,True,,13,0.5792236824278553,0.04162170190290051,0.94,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,TR2,Random Forest,True,,3,0.5627895949058392,0.010505926762560826,5.19,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,TR3,Extra Trees,True,,1,0.6015580544641648,0.02966648880611112,2.93,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN1,AdaBoost,True,,15,0.5170776317572144,0.011610987686468835,2.73,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN2,Gradient Boosting (GBM),True,,7,0.5569841484893645,0.028554681645802896,10.13,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN6,Stacking,True,,6,0.7069367294404552,0.035531779131656206,1.74,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN7,Voting Ensemble,True,,8,0.5783565912477984,0.01019809055513157,0.49,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,SV1,SVM (linear),True,,12,0.7309781872375017,0.01594735590297626,0.14,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,SV2,Kernel SVM (RBF/Poly),True,,9,0.5197940658447365,0.015401988703806806,0.34,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,PR1,Naive Bayes,True,,16,0.49286004606421896,0.027300028944852676,0.09,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,IB1,k-Nearest Neighbors,True,,14,0.5338639750711286,0.02326940093753537,0.1,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,DR4,LDA (Linear Discriminant Analysis),True,,11,0.6707356726730795,0.011088321133572818,0.32,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,NN1,Perceptron,True,,17,0.5329426906923181,0.044513410267830025,0.16,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,NN2,MLP (Feedforward),True,,5,0.6370342771982117,0.03507832707634931,10.15,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN3,XGBoost,True,,4,0.5553719008264463,0.02848494487263729,2.0,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,EN4,LightGBM,True,,2,0.5825972090502642,0.045112133387757374,1.52,ok,,0
Hill_Valley_with_noise,classification,1212,100,False,A11 A21 A31 A41 A51 A61,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.5752269340197806,0.022185045984694285,2.6,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,LM2,Logistic Regression,False,needs A31 data (yours is A32),,1.0,0.0,0.11,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,TR1,Decision Tree,True,,12,1.0,0.0,0.1,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,TR2,Random Forest,True,,3,0.9965517241379309,0.006896551724137901,1.79,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,TR3,Extra Trees,True,,1,1.0,0.0,1.57,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN1,AdaBoost,True,,13,1.0,0.0,0.47,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN2,Gradient Boosting (GBM),True,,7,1.0,0.0,0.77,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN6,Stacking,True,,6,1.0,0.0,0.96,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN7,Voting Ensemble,True,,8,0.986323787258913,0.004129196287334049,0.19,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,SV1,SVM (linear),True,,11,1.0,0.0,0.1,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,SV2,Kernel SVM (RBF/Poly),True,,9,1.0,0.0,0.29,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,PR1,Naive Bayes,False,needs A31 data (yours is A32),,0.9965809468147281,0.00418772276275226,0.11,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,IB1,k-Nearest Neighbors,False,needs A31 data (yours is A32),,0.8169151601589366,0.021661009582826605,0.55,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,DR4,LDA (Linear Discriminant Analysis),True,,10,1.0,0.0,0.8,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,NN1,Perceptron,False,needs A31 data (yours is A32),,1.0,0.0,0.1,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,NN2,MLP (Feedforward),True,,5,1.0,0.0,1.37,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN3,XGBoost,True,,4,1.0,0.0,0.22,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,EN4,LightGBM,True,,2,1.0,0.0,0.28,ok,,0
mofn_3_7_10,classification,1324,10,False,A11 A21 A32 A41 A52 A61,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,1.0,0.0,0.88,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,LM2,Logistic Regression,True,,10,0.47676910290087243,0.034237387776148126,0.16,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,TR1,Decision Tree,True,,13,0.44440453922069034,0.022270235178368156,0.13,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,TR2,Random Forest,True,,3,0.47452171888859496,0.02111558849989475,2.25,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,TR3,Extra Trees,True,,1,0.4639084226842659,0.023329509903379432,2.25,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN1,AdaBoost,True,,15,0.5174862501959444,0.02036556015156686,0.51,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN2,Gradient Boosting (GBM),True,,7,0.5233213133782566,0.03170902540727232,2.35,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN6,Stacking,True,,6,0.5110097408441961,0.03304379643182694,0.89,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN7,Voting Ensemble,True,,8,0.5252105033330943,0.02065018234139724,0.24,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,SV1,SVM (linear),True,,12,0.4671435397792056,0.029946846401162096,0.12,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,SV2,Kernel SVM (RBF/Poly),True,,9,0.5234257749025907,0.009118021050720194,0.38,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,PR1,Naive Bayes,True,,16,0.4757522207323208,0.016900978017206105,0.1,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,IB1,k-Nearest Neighbors,True,,14,0.463419877413655,0.014304625767633953,0.11,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,DR4,LDA (Linear Discriminant Analysis),True,,11,0.4795318900120898,0.03528600350169784,0.11,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,NN1,Perceptron,True,,17,0.4105567232169515,0.027135277059569373,0.11,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,NN2,MLP (Feedforward),True,,5,0.48687726038932766,0.02395597721885389,7.95,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN3,XGBoost,True,,4,0.49143342435717113,0.03154786389313923,0.62,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,EN4,LightGBM,True,,2,0.49247254644439364,0.01554819667866493,0.87,ok,,0
contraceptive_method,classification,1473,9,False,A11 A21 A38 A41 A51 A61,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.48633831554744295,0.01711336383978765,2.71,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,LM2,Logistic Regression,True,,10,0.5070311856132041,0.03463197037059844,0.12,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,TR1,Decision Tree,True,,13,0.4610837108122757,0.03432015347895946,0.07,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,TR2,Random Forest,True,,3,0.5304748750211994,0.025271695494585057,2.33,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,TR3,Extra Trees,True,,1,0.5305700460257777,0.01562013555014689,1.99,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN1,AdaBoost,True,,15,0.3782209014952168,0.017538722557988714,0.46,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN2,Gradient Boosting (GBM),True,,7,0.5114398591515947,0.0341888079562651,6.93,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN6,Stacking,True,,6,0.5403061412111182,0.03493343574271858,0.84,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN7,Voting Ensemble,True,,8,0.5320988738167124,0.02913635771171194,0.2,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,SV1,SVM (linear),True,,12,0.48340227934583735,0.031804720193220955,0.08,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,SV2,Kernel SVM (RBF/Poly),True,,9,0.5167135924941857,0.03935447559104332,0.28,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,PR1,Naive Bayes,True,,16,0.3425833863179327,0.020030509236808044,0.05,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,IB1,k-Nearest Neighbors,True,,14,0.5065561356239892,0.03468437059357601,0.07,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,DR4,LDA (Linear Discriminant Analysis),True,,11,0.5358475363286272,0.02927327776192164,0.05,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,NN1,Perceptron,True,,17,0.3616288731502796,0.04994685096731337,0.07,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,NN2,MLP (Feedforward),True,,5,0.5265197596414507,0.0456008586625379,7.84,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN3,XGBoost,True,,4,0.5150847837980699,0.041196892806593485,1.06,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,EN4,LightGBM,True,,2,0.4642090071674538,0.03115815392333047,1.94,ok,,0
yeast,classification,1479,8,False,A11 A21 A31 A41 A51 A61,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.4778594356895362,0.03521639865909564,6.21,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,LM2,Logistic Regression,True,,10,0.29788036243425103,0.038933107526394464,0.13,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,TR1,Decision Tree,True,,13,0.3566030652577119,0.04282335616896573,0.09,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,TR2,Random Forest,True,,3,0.35776946315889624,0.011126938154597409,2.58,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,TR3,Extra Trees,True,,1,0.3526872700394225,0.015231408201454112,2.04,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN1,AdaBoost,True,,15,0.2891992290763429,0.024379895836017785,0.57,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN2,Gradient Boosting (GBM),True,,7,0.3395214789114249,0.012341827887496456,8.06,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN6,Stacking,True,,6,0.28041954738882835,0.011430642536737205,1.07,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN7,Voting Ensemble,True,,8,0.30240973933657894,0.011994214510426636,0.26,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,SV1,SVM (linear),True,,12,0.23669538843224927,0.01535484783101195,0.08,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,SV2,Kernel SVM (RBF/Poly),True,,9,0.28640721563016525,0.01627807395972136,0.36,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,PR1,Naive Bayes,True,,16,0.3128371496771895,0.023211245367324614,0.06,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,IB1,k-Nearest Neighbors,True,,14,0.2864915687042032,0.008772072803925706,0.09,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,DR4,LDA (Linear Discriminant Analysis),True,,11,0.30581637671953776,0.038979208409098146,0.06,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,NN1,Perceptron,True,,17,0.26752268651486527,0.01723218850573676,0.07,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,NN2,MLP (Feedforward),True,,5,0.3380057526797409,0.06845086130388738,9.16,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN3,XGBoost,True,,4,0.3566219185963485,0.013688599067059735,1.2,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,EN4,LightGBM,True,,2,0.36433263091589835,0.013349660677026627,1.54,ok,,0
wine_quality_red,classification,1599,11,False,A11 A21 A31 A41 A51 A61,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.35499170071417135,0.01479973881888574,5.01,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,LM2,Logistic Regression,False,needs A31 data (yours is A32),,0.769385459038569,0.037183345697744966,0.15,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,TR1,Decision Tree,True,,12,0.9311000602268547,0.04770916312724819,0.09,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,TR2,Random Forest,True,,3,0.8774707947554837,0.041187148622685306,1.93,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,TR3,Extra Trees,True,,1,0.9048678594133139,0.03913256777109622,1.79,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN1,AdaBoost,True,,13,0.5047642548838722,0.04372430647223561,0.48,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN2,Gradient Boosting (GBM),True,,7,0.9611711852740561,0.025443104907701592,2.76,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN6,Stacking,True,,6,0.6988861019363412,0.07313326802339185,1.81,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN7,Voting Ensemble,True,,8,0.665439285594788,0.03227208233868269,0.37,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,SV1,SVM (linear),True,,11,0.6726598760091583,0.05982681455460918,0.09,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,SV2,Kernel SVM (RBF/Poly),True,,9,0.9243875143994762,0.05987182899279727,0.4,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,PR1,Naive Bayes,False,needs A31 data (yours is A32),,0.8628293357360342,0.026177074035240725,0.09,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,IB1,k-Nearest Neighbors,False,needs A31 data (yours is A32),,0.4606338637439116,0.034532099455243596,0.1,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,DR4,LDA (Linear Discriminant Analysis),True,,10,0.6555499524399045,0.04654566485342039,0.41,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,NN1,Perceptron,False,needs A31 data (yours is A32),,0.632978325502249,0.06962119427700093,0.11,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,NN2,MLP (Feedforward),True,,5,0.9701235964991944,0.021812461727669194,4.75,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN3,XGBoost,True,,4,0.9689633930662639,0.025280675405839906,0.58,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,EN4,LightGBM,True,,2,0.986985741531196,0.02246279477215912,0.85,ok,,0
car_evaluation,classification,1728,6,False,A11 A21 A32 A41 A51 A61,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.9792934338388883,0.01992578436358014,3.4,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,LM2,Logistic Regression,True,,10,0.8160000000000001,0.010793516572461474,5.29,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,TR1,Decision Tree,True,,13,0.7230000000000001,0.014089002803605342,0.74,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,TR2,Random Forest,True,,3,0.833,0.016537835408541306,4.99,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,TR3,Extra Trees,True,,1,0.8324999999999999,0.02043281674170255,2.94,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN1,AdaBoost,True,,15,0.629,0.05678027826631355,3.88,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN2,Gradient Boosting (GBM),True,,7,,,60,timeout,over 60s,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN6,Stacking,True,,6,0.8404999999999999,0.01478174549909449,2.77,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN7,Voting Ensemble,True,,8,0.8285,0.006442049363362512,0.6,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,SV1,SVM (linear),True,,12,0.8154999999999999,0.020211382931407677,0.54,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,SV2,Kernel SVM (RBF/Poly),True,,9,0.8320000000000001,0.016613247725836167,0.87,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,PR1,Naive Bayes,True,,16,0.7615000000000001,0.014628738838327746,0.1,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,IB1,k-Nearest Neighbors,True,,14,0.7975,0.01724818831066034,0.11,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,DR4,LDA (Linear Discriminant Analysis),True,,11,0.8104999999999999,0.009137833441248524,0.18,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,NN1,Perceptron,True,,17,0.776,0.01750714140001164,0.23,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,NN2,MLP (Feedforward),True,,5,0.8290000000000001,0.01786057109949176,7.22,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN3,XGBoost,True,,4,0.828,0.016688319268278677,8.38,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,EN4,LightGBM,True,,2,0.8445,0.019326148090087664,19.01,ok,,0
mfeat_fourier,classification,2000,76,False,A11 A21 A31 A41 A51 A61,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8459999999999999,0.013838352503097997,15.17,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,LM2,Logistic Regression,True,,10,0.946,0.011575836902790189,1.73,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,TR1,Decision Tree,True,,13,0.8165000000000001,0.016926310879810797,0.54,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,TR2,Random Forest,True,,3,0.9630000000000001,0.011768602295939803,4.94,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,TR3,Extra Trees,True,,1,0.9685,0.008154753215150015,2.52,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN1,AdaBoost,True,,15,0.7215,0.03231098884280702,3.39,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN2,Gradient Boosting (GBM),True,,7,,,60,timeout,over 60s,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN6,Stacking,True,,6,0.97,0.004743416490252538,3.17,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN7,Voting Ensemble,True,,8,0.9605,0.005099019513592706,0.49,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,SV1,SVM (linear),True,,12,0.9400000000000001,0.004472135954999645,0.37,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,SV2,Kernel SVM (RBF/Poly),True,,9,0.9754999999999999,0.005567764362829957,0.54,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,PR1,Naive Bayes,True,,16,0.9359999999999999,0.01124722187920195,0.1,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,IB1,k-Nearest Neighbors,True,,14,0.95,0.005477225575051605,0.11,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,DR4,LDA (Linear Discriminant Analysis),True,,11,0.9525,0.007245688373094726,0.14,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,NN1,Perceptron,True,,17,0.925,0.009082951062292477,0.19,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,NN2,MLP (Feedforward),True,,5,0.96,0.00961769203083567,3.9,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN3,XGBoost,True,,4,0.951,0.014543039572248907,5.4,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,EN4,LightGBM,True,,2,0.9630000000000001,0.012389511693363865,11.11,ok,,0
mfeat_karhunen,classification,2000,64,False,A11 A21 A31 A41 A51 A61,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.959,0.01168332144554786,12.32,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,LM2,Logistic Regression,True,,10,0.8160000000000001,0.016093476939431157,0.31,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,TR1,Decision Tree,True,,13,0.6849999999999999,0.014577379737113238,0.45,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,TR2,Random Forest,True,,3,0.7834999999999999,0.015858751527153672,4.68,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,TR3,Extra Trees,True,,1,0.7929999999999999,0.012884098726725086,2.89,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,EN1,AdaBoost,True,,15,0.56,0.04743416490252571,2.71,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,EN2,Gradient Boosting (GBM),True,,7,,,60,timeout,over 60s,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,EN6,Stacking,True,,6,0.8855000000000001,0.012786711852544385,2.0,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,EN7,Voting Ensemble,True,,8,0.8125,0.014662878298615109,0.48,ok,,0
mfeat_zernike,classification,2000,47,False,A11 A21 A31 A41 A51 A61,A54,SV1,SVM (linear),True,,12,0.8264999999999999,0.017507141400011635,0.4,ok,,0
