dataset,task,rows,features,subsampled,signature,flags,model,model_name,eligible,ruled_out_why,recommended_rank,score,score_std,seconds,status,detail,seed
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM5,Elastic Net,True,,19,-0.0167432464616172,0.01420106083882856,0.06,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM6,Polynomial Regression,True,,14,0.43373037012246163,0.1191078245158134,0.07,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM7,Bayesian Linear Regression,True,,11,0.22251151795229912,0.0784708493659344,0.06,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR1,Decision Tree,True,,12,0.8782551245764394,0.18486012384597814,0.05,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR2,Random Forest,True,,4,0.963355665039112,0.04704167635772938,1.98,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR3,Extra Trees,True,,2,0.9946892124679995,0.005867948724110389,1.39,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN1,AdaBoost,True,,7,0.8302369307397752,0.05963407334664039,0.12,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN2,Gradient Boosting (GBM),True,,1,0.9359156689844376,0.08072369913985364,0.42,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN6,Stacking,True,,6,0.9443825782553678,0.018641134869945605,0.37,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN7,Voting Ensemble,True,,8,0.8568487828959956,0.055096996111202154,0.13,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV1,SVM (linear),True,,17,0.19668954650072248,0.08961241066123898,0.07,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,0.7785924781492183,0.04324847353995457,0.07,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,IB1,k-Nearest Neighbors,True,,16,0.9842185309098263,0.006798745714572327,0.06,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,NN2,MLP (Feedforward),True,,9,0.4201423254053772,0.08519866333905964,0.34,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN3,XGBoost,True,,5,0.9694732065189703,0.023854376456683445,0.74,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN4,LightGBM,True,,3,0.9131445825160063,0.06686536890550082,0.96,ok,,0
strogatz_shearflow2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.9225169283535589,0.08599631614870878,2.54,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM1,Linear Regression,True,,15,0.08761136603095239,0.06627528019977325,0.08,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM3,Ridge Regression,True,,10,0.08790124531288937,0.06582531982943221,0.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM4,Lasso Regression,True,,18,-0.0018928914012063646,0.0023995329312453853,0.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM5,Elastic Net,True,,19,-0.0018928914012063646,0.0023995329312453853,0.06,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM6,Polynomial Regression,True,,14,0.3464388189251103,0.2831393283650398,0.06,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,LM7,Bayesian Linear Regression,True,,11,0.08964062969874556,0.06119318305207591,0.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,TR1,Decision Tree,True,,12,0.7839185921839869,0.25833408180850476,0.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,TR2,Random Forest,True,,4,0.8841457643799201,0.07089886577884878,2.01,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,TR3,Extra Trees,True,,2,0.984383444089727,0.008337599433539475,1.42,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN1,AdaBoost,True,,7,0.832456227995609,0.07627104893017367,0.31,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN2,Gradient Boosting (GBM),True,,1,0.9076837824697634,0.08527543474078081,0.38,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN6,Stacking,True,,6,0.8172520268910457,0.08883501739315912,0.36,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN7,Voting Ensemble,True,,8,0.7246353773353598,0.11322188630489224,0.14,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,SV1,SVM (linear),True,,17,0.056252005809099836,0.028407509472707388,0.07,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,0.6610768340956514,0.1126844849076795,0.07,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,IB1,k-Nearest Neighbors,True,,16,0.8880166649398504,0.050514591010048224,0.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,NN2,MLP (Feedforward),True,,9,0.9281711039156484,0.023981576830755694,4.05,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN3,XGBoost,True,,5,0.9168060899254634,0.04337791508364335,11.47,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,EN4,LightGBM,True,,3,0.772490519584533,0.057459341690543696,1.91,ok,,0
strogatz_vdp1,regression,400,2,False,A11 A21 A31 A41 A53 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7718644667667224,0.06796241133914144,21.49,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM1,Linear Regression,True,,15,0.10654987570272736,0.06212381602714217,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM3,Ridge Regression,True,,10,0.1065718456705584,0.06212858457540706,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM4,Lasso Regression,True,,18,-0.03947812856592754,0.03246140727812226,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM5,Elastic Net,True,,19,-0.03947812856592754,0.03246140727812226,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM6,Polynomial Regression,True,,14,0.10577206436056015,0.05406018929155635,0.06,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM7,Bayesian Linear Regression,True,,11,0.10650328552261475,0.0620673842100503,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR1,Decision Tree,True,,12,0.9463238232747587,0.011536053559923586,0.05,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR2,Random Forest,True,,4,0.9653877704659621,0.013841537643639712,2.11,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR3,Extra Trees,True,,2,0.9772502967171356,0.009511653765227676,1.53,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN1,AdaBoost,True,,7,0.36299327712344975,0.0868770122646452,0.19,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN2,Gradient Boosting (GBM),True,,1,0.964742079035393,0.010945081658753799,0.49,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN6,Stacking,True,,6,0.8366480097378869,0.052311333217142715,0.47,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN7,Voting Ensemble,True,,8,0.7715960142015726,0.02978570737410628,0.19,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV1,SVM (linear),True,,17,0.06673129138037559,0.08686652064219805,0.1,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,0.02174406597259384,0.06578647163216692,0.09,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,IB1,k-Nearest Neighbors,True,,16,0.8535205810449114,0.043052154892145714,0.08,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,NN2,MLP (Feedforward),True,,9,0.11334683116428237,0.06127986337880568,1.4,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN3,XGBoost,True,,5,0.9570575406286885,0.011293728532659687,2.74,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN4,LightGBM,True,,3,0.9291543771300969,0.027541534816791346,0.39,ok,,0
strogatz_glider1,regression,400,2,False,A11 A21 A31 A41 A54 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.935155263304798,0.027351960189459772,2.03,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM1,Linear Regression,True,,15,0.01590677040268318,0.12682184564507426,0.07,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM3,Ridge Regression,True,,10,0.01626267183527099,0.1262006873046832,0.06,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM4,Lasso Regression,True,,18,-0.028364170423252632,0.019424234543010066,0.05,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM5,Elastic Net,True,,19,-0.028364170423252632,0.019424234543010066,0.05,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM6,Polynomial Regression,True,,14,0.7387014188184826,0.0502745908701089,0.06,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,LM7,Bayesian Linear Regression,True,,11,0.01837766339432898,0.1189737373668387,0.06,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR1,Decision Tree,True,,12,0.9916299577021856,0.005696113516228667,0.07,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR2,Random Forest,True,,4,0.9843825238362702,0.016845246551562897,1.98,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,TR3,Extra Trees,True,,2,0.9970931530775685,0.0021658975868140288,1.44,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN1,AdaBoost,True,,7,0.9344610406453796,0.030690087324436992,0.24,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN2,Gradient Boosting (GBM),True,,1,0.9898121059203848,0.006334288944534757,0.39,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN6,Stacking,True,,6,-1.9962112492210213,0.12798614565927943,0.39,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN7,Voting Ensemble,True,,8,0.8150528201325994,0.031162506896726706,0.13,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV1,SVM (linear),True,,17,-0.06109169616289878,0.0768221971854014,0.08,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,0.9087103864143089,0.0238337873597162,0.06,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,IB1,k-Nearest Neighbors,True,,16,0.8919053892916923,0.02706957209603658,0.05,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,NN2,MLP (Feedforward),True,,9,0.8244999170866969,0.06045542989471362,1.05,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN3,XGBoost,True,,5,0.831359615052104,0.2685438021967012,0.87,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,EN4,LightGBM,True,,3,0.8039868959896642,0.14024574429444148,0.25,ok,,0
strogatz_barmag2,regression,400,2,False,A11 A21 A31 A41 A54 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.93734274876801,0.009686956689280305,2.1,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM1,Linear Regression,True,,15,0.23657218812594927,0.16578506389481953,0.12,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM3,Ridge Regression,True,,10,0.2386360173433267,0.16140482029978223,0.1,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM4,Lasso Regression,True,,18,0.23689497708777307,0.1651168482533533,0.1,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM5,Elastic Net,True,,19,0.1353694392735731,0.02139174607391966,0.09,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM6,Polynomial Regression,True,,14,0.9051918502843181,0.030067689370022684,0.11,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM7,Bayesian Linear Regression,True,,12,0.24273751824879614,0.15051003900816703,0.15,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR1,Decision Tree,True,,11,0.878490514224557,0.062432261600205194,0.1,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR2,Random Forest,True,,4,0.9054618921054564,0.041386772516449,2.1,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR3,Extra Trees,True,,2,0.9089525655783779,0.026700057383165728,1.51,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN1,AdaBoost,True,,7,0.8884509001930988,0.03778506927563217,0.24,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN2,Gradient Boosting (GBM),True,,1,0.9135073012741785,0.024975893378741048,0.42,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN6,Stacking,True,,6,0.9002734148381155,0.033235339363963244,0.48,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN7,Voting Ensemble,True,,8,0.8333865062352335,0.04385905635895748,0.17,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,SV1,SVM (linear),True,,17,-0.0678581598284019,0.027706095016097092,0.09,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,-0.07183653192070624,0.027243759302498314,0.14,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,IB1,k-Nearest Neighbors,True,,16,0.8995401377587526,0.042211291772256555,0.11,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,NN2,MLP (Feedforward),True,,9,0.021426173308616448,0.029926875489071664,3.75,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN3,XGBoost,True,,5,0.8909469600677683,0.051491227969868145,0.79,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN4,LightGBM,True,,3,0.743511493930774,0.03170610560381223,0.6,ok,,0
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7435100555154568,0.0317064487245953,2.94,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM1,Linear Regression,True,,15,0.2079014755951047,0.18378790008911286,0.09,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM3,Ridge Regression,True,,10,0.21051064939167058,0.17925502350648465,0.09,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM4,Lasso Regression,True,,18,0.20832787987834012,0.18301260553941567,0.09,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM5,Elastic Net,True,,19,0.12704959304668512,0.03854091210120815,0.09,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM6,Polynomial Regression,True,,14,0.8963444910537971,0.05787041533956448,0.11,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,LM7,Bayesian Linear Regression,True,,12,0.21628622535229597,0.16732729362979498,0.13,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR1,Decision Tree,True,,11,0.8676232625725522,0.05067435686773914,0.09,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR2,Random Forest,True,,4,0.8929145004318974,0.042349748635033754,2.12,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,TR3,Extra Trees,True,,2,0.9028139558187978,0.02967064332287984,1.88,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN1,AdaBoost,True,,7,0.8718939477407348,0.069553366053298,0.33,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN2,Gradient Boosting (GBM),True,,1,0.9040723247865536,0.04029217384001651,0.61,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN6,Stacking,True,,6,0.9056222059463881,0.06203325103461868,0.45,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN7,Voting Ensemble,True,,8,0.8354865798604993,0.02303659947362941,0.17,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,SV1,SVM (linear),True,,17,-0.06689282654009912,0.02653133813687526,0.1,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,-0.06956348068340437,0.025892735086982945,0.13,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,IB1,k-Nearest Neighbors,True,,16,0.8992846117339841,0.06556256360309835,0.11,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,NN2,MLP (Feedforward),True,,9,0.019631998408114183,0.028110627997658646,3.75,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN3,XGBoost,True,,5,0.9060396205866741,0.053184314714995254,1.26,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,EN4,LightGBM,True,,3,0.7140755217972485,0.0830804931964151,0.74,ok,,0
557_analcatdata_apnea1,regression,475,3,False,A11 A21 A38 A41 A54 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7140755217972485,0.0830804931964151,2.18,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM1,Linear Regression,False,needs A31 data (yours is A32),,0.840772926857802,0.0198350426332176,0.19,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM3,Ridge Regression,False,needs A31 data (yours is A32),,0.8433775448724328,0.028815347168748284,0.18,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM4,Lasso Regression,True,,13,-0.016119123187491223,0.010243542416010007,0.08,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM5,Elastic Net,True,,14,-0.016119123187491223,0.010243542416010007,0.09,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM6,Polynomial Regression,False,needs A31 data (yours is A32),,0.819609755270006,0.041883119333582075,0.6,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,LM7,Bayesian Linear Regression,False,needs A31 data (yours is A32),,0.8437345558423088,0.025574889762632915,0.3,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,TR1,Decision Tree,True,,10,0.7062010518083603,0.0712592253303749,0.13,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,TR2,Random Forest,True,,4,0.8099023852103377,0.037385942391138564,2.12,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,TR3,Extra Trees,True,,2,0.7227573840567075,0.054362715807183326,1.84,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN1,AdaBoost,True,,7,0.7223777933579317,0.02965453545604272,0.53,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN2,Gradient Boosting (GBM),True,,1,0.8345475275365841,0.02880430738636708,0.47,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN6,Stacking,True,,6,0.8416765223990739,0.030209789248081192,0.72,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN7,Voting Ensemble,True,,8,0.8158488955296253,0.03794280022321711,0.6,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,SV1,SVM (linear),True,,12,0.8381028009296434,0.024947373505930726,0.08,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,SV2,Kernel SVM (RBF/Poly),True,,11,0.8009777965836717,0.03514670564215585,0.13,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,IB1,k-Nearest Neighbors,False,needs A31 data (yours is A32),,0.7688628019517784,0.05107394393387281,0.08,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,NN2,MLP (Feedforward),True,,9,0.8463527982039916,0.027493342172378286,1.94,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN3,XGBoost,True,,5,0.7801328715837299,0.050228189275701954,0.52,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,EN4,LightGBM,True,,3,0.7898055421127059,0.052055853500058036,0.93,ok,,0
1027_ESL,regression,488,4,False,A11 A21 A32 A41 A53 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7897775678643811,0.052054563086104996,2.67,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM1,Linear Regression,True,,15,0.7211894998010271,0.02680857998384258,0.22,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM3,Ridge Regression,True,,10,0.7213669698722135,0.026677895967487694,0.13,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM4,Lasso Regression,True,,18,-0.0029900633749826875,0.0022144716478042334,0.1,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM5,Elastic Net,True,,19,0.06929037756083437,0.007167544667760515,0.12,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM6,Polynomial Regression,True,,14,0.289846093205458,0.07392307709606341,0.64,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,LM7,Bayesian Linear Regression,True,,11,0.7221504626487869,0.02496216725965951,0.16,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,TR1,Decision Tree,True,,12,0.45737482200533036,0.06536849846735196,0.18,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,TR2,Random Forest,True,,4,0.7375357644539597,0.02655949980962299,7.98,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,TR3,Extra Trees,True,,2,0.7760003046234216,0.027410478583405694,6.01,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN1,AdaBoost,True,,7,0.7270341669427431,0.022592839178573545,1.54,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN2,Gradient Boosting (GBM),True,,1,0.8566276849425443,0.017451470082624154,3.54,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN6,Stacking,True,,6,0.7479002652605625,0.02798957634005323,0.93,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN7,Voting Ensemble,True,,8,0.6887315830666779,0.03579393385833264,0.37,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,SV1,SVM (linear),True,,17,0.7239438765413908,0.03422210368904179,0.46,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,SV2,Kernel SVM (RBF/Poly),True,,13,0.6579849819918099,0.03145862754198515,0.17,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,IB1,k-Nearest Neighbors,True,,16,0.3322334198852688,0.05423987567143193,0.54,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,NN2,MLP (Feedforward),True,,9,0.5634700095432561,0.06553207560621464,1.43,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN3,XGBoost,True,,5,0.7520250418084272,0.034054477695971655,25.89,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,EN4,LightGBM,True,,3,0.8459078788918266,0.02238922179660856,16.88,ok,,0
650_fri_c0_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A61,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8450354316440366,0.025668393897181393,27.82,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM1,Linear Regression,True,,15,0.6713432250399434,0.053952102522148195,0.07,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM3,Ridge Regression,True,,10,0.6713917148356103,0.05377178178626411,0.06,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM4,Lasso Regression,True,,18,-0.008600939690245068,0.007174379614098274,0.07,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM5,Elastic Net,True,,19,0.04049481358603935,0.008791013531314687,0.06,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM6,Polynomial Regression,True,,14,0.8536585141903041,0.020271874469959168,0.07,ok,,0
654_fri_c0_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A61,,LM7,Bayesian Linear Regression,True,,11,0.6714515158291758,0.05313005413493088,0.1,ok,,0
