metric,strategy,dataset,unit,series,cell,pick,regret
mae,kind,cdnow,cdnow,22001,intermittent,TSM5,
mae,kind,cdnow,cdnow,22286,intermittent,TSM5,0.0
mae,kind,cdnow,cdnow,22509,intermittent,TSM5,0.0
mae,kind,cdnow,cdnow,23568,intermittent,TSM5,0.08041822849049157
mae,kind,cdnow,cdnow,3625,intermittent,TSM5,
mae,kind,cdnow,cdnow,4124,intermittent,TSM5,
mae,kind,cdnow,cdnow,4683,intermittent,TSM5,0.013500187895462586
mae,kind,cdnow,cdnow,7969,intermittent,TSM5,0.0
mae,kind,cdnow,cdnow,8092,intermittent,TSM5,0.0
mae,kind,cdnow,cdnow,9635,intermittent,TSM5,0.0
mae,kind,cdnow,cdnow,9883,intermittent,TSM5,
mae,kind,movielens,movielens,1346,intermittent,TSM5,0.0
mae,kind,movielens,movielens,1591,intermittent,TSM5,0.0
mae,kind,movielens,movielens,1806,intermittent,TSM5,
mae,kind,movielens,movielens,3267,intermittent,TSM5,0.0
mae,kind,movielens,movielens,33162,intermittent,TSM5,0.06674095700818009
mae,kind,movielens,movielens,3368,intermittent,TSM5,0.0
mae,kind,movielens,movielens,3557,intermittent,TSM5,0.0
mae,kind,movielens,movielens,3581,intermittent,TSM5,0.0
mae,kind,movielens,movielens,3909,intermittent,TSM5,
mae,kind,movielens,movielens,41997,intermittent,TSM5,0.039044177450771524
mae,kind,movielens,movielens,4623,intermittent,TSM5,0.0
mae,kind,movielens,movielens,4727,intermittent,TSM5,0.0
mae,kind,movielens,movielens,50259,intermittent,TSM5,0.19252146865071476
mae,kind,movielens,movielens,5601,intermittent,TSM5,0.0
mae,kind,movielens,movielens,6239,intermittent,TSM5,0.0
mae,kind,movielens,movielens,7980,intermittent,TSM5,0.1155294618290576
mae,kind,movielens,movielens,8684,intermittent,TSM5,0.19252146865071476
mae,kind,movielens,movielens,8918,intermittent,TSM5,0.0
mae,kind,movielens,movielens,95199,intermittent,TSM5,0.0634294025027026
mae,kind,movielens,movielens,973,intermittent,TSM5,
mae,kind,nyc_bikes,nyc_bikes,26301,intermittent,TSM5,0.0
mae,kind,nyc_bikes,nyc_bikes,26307,intermittent,TSM5,0.01997021627106034
mae,kind,nyc_bikes,nyc_bikes,29477,intermittent,TSM5,0.0
mae,kind,nyc_bikes,nyc_bikes,29506,intermittent,TSM5,0.062202790378161274
mae,kind,nyc_bikes,nyc_bikes,29522,intermittent,TSM5,0.0
mae,kind,nyc_bikes,nyc_bikes,33074,intermittent,TSM5,0.1315496119553187
mae,kind,nyc_bikes,nyc_bikes,33557,intermittent,TSM5,0.0
mae,kind,nyc_bikes,nyc_bikes,33571,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,EWR-CAE,intermittent,TSM5,0.7055725324550753
mae,kind,nycflights,nycflights,EWR-LGA,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,EWR-SBN,intermittent,TSM5,0.1339281549368298
mae,kind,nycflights,nycflights,EWR-SYR,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,JFK-MVY,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,JFK-SDF,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,LGA-AVL,intermittent,TSM5,
mae,kind,nycflights,nycflights,LGA-CHO,intermittent,TSM5,0.7773653206443648
mae,kind,nycflights,nycflights,LGA-CVG,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,LGA-EYW,intermittent,TSM5,2.1729415792169893
mae,kind,nycflights,nycflights,LGA-GSP,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,LGA-IND,intermittent,TSM5,0.08451871407632709
mae,kind,nycflights,nycflights,LGA-JAX,intermittent,TSM5,0.19614372370521624
mae,kind,nycflights,nycflights,LGA-LEX,intermittent,TSM5,0.23894851359054262
mae,kind,nycflights,nycflights,LGA-MHT,intermittent,TSM5,0.0
mae,kind,nycflights,nycflights,LGA-MYR,intermittent,TSM5,
mae,kind,nycflights,nycflights,LGA-PWM,intermittent,TSM5,0.03478881414205207
mae,kind,nycflights,nycflights,LGA-SAV,intermittent,TSM5,0.16529644908350422
mae,kind,nycflights,nycflights,LGA-SBN,intermittent,TSM5,0.17940967252526183
mae,kind,nycflights,nycflights,LGA-TVC,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,AK,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,CA,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,DC,intermittent,TSM5,0.021892929977510016
mae,kind,police_deaths,police_deaths,IA,intermittent,TSM5,0.1532764573363962
mae,kind,police_deaths,police_deaths,IN,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,LA,intermittent,TSM5,0.010002074701421913
mae,kind,police_deaths,police_deaths,MI,intermittent,TSM5,0.03975507224309035
mae,kind,police_deaths,police_deaths,NH,intermittent,TSM5,0.2128163161824422
mae,kind,police_deaths,police_deaths,NV,intermittent,TSM5,0.075123447763277
mae,kind,police_deaths,police_deaths,OH,intermittent,TSM5,0.004569747798543598
mae,kind,police_deaths,police_deaths,PA,intermittent,TSM5,0.023080650430215364
mae,kind,police_deaths,police_deaths,RI,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,RR,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,US,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,VA,intermittent,TSM5,0.029165224672625157
mae,kind,police_deaths,police_deaths,VI,intermittent,TSM5,0.1518941106354749
mae,kind,police_deaths,police_deaths,VT,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,WA,intermittent,TSM5,0.0
mae,kind,police_deaths,police_deaths,WI,intermittent,TSM5,0.13766427479310617
mae,kind,police_deaths,police_deaths,WY,intermittent,TSM5,0.17950004647320358
mae,kind,storms,storms,disturbance,intermittent,TSM5,0.1308243200334384
mae,kind,storms,storms,extratropical,intermittent,TSM5,0.4823212766688819
mae,kind,storms,storms,hurricane,intermittent,TSM5,0.6488497937300567
mae,kind,storms,storms,subtropical depression,intermittent,TSM5,0.16297210575770182
mae,kind,storms,storms,subtropical storm,intermittent,TSM5,0.11568112400234784
mae,kind,storms,storms,tropical depression,intermittent,TSM5,0.5171876377446282
mae,kind,storms,storms,tropical wave,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a10,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a16,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a19,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a22,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a23,intermittent,TSM5,0.15760533129563806
mae,kind,syphilis,syphilis,a25,intermittent,TSM5,0.04999065113098854
mae,kind,syphilis,syphilis,a26,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a27,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a29,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a3,intermittent,TSM5,0.01047041440167568
mae,kind,syphilis,syphilis,a33,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a36,intermittent,TSM5,0.017813216808161066
mae,kind,syphilis,syphilis,a46,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a47,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a51,intermittent,TSM5,0.011520431908659265
mae,kind,syphilis,syphilis,a56,intermittent,TSM5,0.09096188129702035
mae,kind,syphilis,syphilis,a58,intermittent,TSM5,
mae,kind,syphilis,syphilis,a60,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a61,intermittent,TSM5,0.0
mae,kind,syphilis,syphilis,a7,intermittent,TSM5,0.0
mae,kind,us_diseases,us_diseases,Smallpox|Delaware,intermittent,TSM5,
mae,kind,us_diseases,us_diseases,Smallpox|Nevada,intermittent,TSM5,0.0
