dataset,task,rows,features,subsampled,signature,flags,model,model_name,eligible,ruled_out_why,recommended_rank,score,score_std,seconds,status,detail,seed,condition
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,-0.0724100034904482,0.0272206766253559,0.45,ok,,0,missing_10
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.3241900760213779,0.3104594372541056,0.36,ok,,0,missing_10
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,NN2,MLP (Feedforward),True,,9.0,0.0155433284246988,0.0295781060413518,4.81,ok,,0,missing_10
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN3,XGBoost,True,,5.0,-0.3799566139130527,1.0478931114157386,0.32,ok,,0,missing_10
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,EN4,LightGBM,True,,3.0,0.3296767360540817,0.2829037308188097,0.5,ok,,0,missing_10
556_analcatdata_apnea2,regression,475,3,False,A11 A21 A38 A41 A54 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.3295722117118181,0.2830480820187532,0.82,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.1398420934518513,0.1165988842780593,0.1,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.1408775307187612,0.1159196338116531,0.11,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0209016875181154,0.0287063004057392,0.12,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0209016875181154,0.0287063004057392,0.14,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,-0.0847040768741792,0.12190647947948,0.23,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.181794006662261,0.0779586123721261,0.11,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.4287489786691273,0.0648551961425743,0.22,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.7392187048954949,0.0468110872591431,10.29,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.7441413473586037,0.0380743474650304,5.08,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.6195819627542154,0.0484020443746519,1.43,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.7680192310729985,0.0402027724603026,2.68,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.5469942410539902,0.0806659255734585,0.69,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.4492581146637247,0.0471393568241398,0.27,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.0544539315232862,0.1701867813540742,0.36,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.1579513757988862,0.0857784285510828,0.28,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.0831753871607452,0.0606471012452974,0.1,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,-0.1906579005626221,0.2079036128601886,1.66,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.7334341493036977,0.0743709756226874,4.19,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.7592376283082066,0.0256196987004519,2.8,ok,,0,missing_10
645_fri_c3_500_50,regression,500,50,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7579895724541216,0.0360447811411213,1.53,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.2036458541474094,0.1000309272130489,0.08,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.2038997407360309,0.0994948320346866,0.08,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0075166228274473,0.0086286604140968,0.07,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0075166228274473,0.0086286604140968,0.08,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.1070179433455824,0.1597422183982078,0.09,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.2069557794671137,0.0857910639423179,0.07,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.5271912847692926,0.0532165682550151,0.09,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.7801183226541135,0.0216343685738371,3.42,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.8044912258128175,0.0256260256238857,2.27,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.7109410434588177,0.0243839617544037,0.59,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.8000988670885182,0.0267490028762763,0.81,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.6664941409497636,0.0454587636557027,0.43,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.565758110921436,0.0492407474210847,0.15,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.1659992707927253,0.074968231837834,0.07,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.405153559131862,0.0845773755450046,0.12,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.3743024066681387,0.0681304114739564,0.06,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,0.6161538637776159,0.0630044784412449,5.02,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.788898251793942,0.0180215953258013,1.12,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.779425168499772,0.0338531431132292,1.19,ok,,0,missing_10
627_fri_c2_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7844305916949933,0.0355564597485397,0.71,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.141204001093575,0.1053141650195545,0.09,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.1422839219927153,0.1045545665664461,0.09,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.026462538318629,0.027865171033198,0.09,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.026462538318629,0.027865171033198,0.1,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,-4.067930843165093,0.9011637744786732,0.15,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1651857161722321,0.0778427468361204,0.1,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.4605323204704189,0.1483200619387194,0.21,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.72992032637797,0.0385992370434756,6.2,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.7584737674195361,0.0335977771194225,3.33,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.6335381552991967,0.0477421603398736,0.82,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.7615146692701458,0.0402808857385827,1.55,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.5930778836370479,0.0599694188266341,0.51,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.4685545567172179,0.0468125630993518,0.19,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.0913764871808911,0.1165371819658108,0.12,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.2068413630543375,0.0496422270498362,0.15,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.1526123805498551,0.0781214309759103,0.07,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,-0.2983412752523119,0.1277991375718319,3.16,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.7478630753424321,0.0484958126314246,2.19,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.7833458247348163,0.0299039769890392,1.89,ok,,0,missing_10
581_fri_c3_500_25,regression,500,25,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7744681691205609,0.0274863856742046,0.96,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.1990713332312355,0.089559067781666,0.06,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.1992545845175659,0.0890944217712741,0.06,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0168173376342489,0.0159847691922924,0.06,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0168173376342489,0.0159847691922924,0.06,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.1103827663287941,0.0719614927900853,0.06,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.2011859788914801,0.0789862478481593,0.07,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.5894953688811949,0.0994137792816531,0.07,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.8029188424577214,0.0530217894530401,3.49,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.8212350340369958,0.0410548241398312,2.42,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.7029705233099918,0.0681223183091697,0.97,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.8216451814804338,0.051433915931958,1.45,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.6709294298835131,0.0730991361274986,0.9,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.5698974692098868,0.0432462491000074,0.63,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.1489528428790087,0.0858897354602199,0.16,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.3982954814946362,0.0602559493096498,0.15,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.3497732510105404,0.0615401146958839,0.13,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,0.6551343163130885,0.0509800556751425,4.88,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.8057146122717637,0.0670177026067895,1.35,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.8258258242144215,0.0639714441505701,12.09,ok,,0,missing_10
641_fri_c1_500_10,regression,500,10,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8278658673171574,0.0565882431541994,2.65,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.234942238467545,0.0680581664367133,0.32,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.2350306474679317,0.0679538404470757,0.32,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0167119553598716,0.0194952607578626,0.37,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.0167119553598716,0.0194952607578626,0.28,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,-0.2243509977210393,0.1654010952953012,0.44,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.2373690982591673,0.0618033255706505,0.3,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.5280123452577847,0.060188861273614,0.48,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.7881650273398708,0.0305841755659908,17.96,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.811313272001375,0.0252452084679252,9.65,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.6878623352705007,0.0159995958401,2.54,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.8129912466242619,0.0193018187500547,6.43,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.6609624424290781,0.0519489021481023,1.05,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.5446210922253747,0.0476650911159357,0.38,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.201998189380511,0.0830996527118031,0.36,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.2866430133226267,0.0822773791260276,0.61,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.227098395017161,0.0618121557080639,0.18,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,-0.2802940019857803,0.1745745585000091,18.19,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.7836938237536742,0.031923206910593,9.16,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.8033209894981026,0.0292621958147065,26.87,ok,,0,missing_10
589_fri_c2_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8005337627355745,0.0231134791802611,4.88,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.6115362329669534,0.0405314055273861,0.27,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.6115924560669086,0.0404808191516256,0.27,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0018549048064634,0.0015655964268132,0.36,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,0.0272280585138403,0.0081966373441587,0.49,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,0.6024847297637448,0.0300652505384618,0.47,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.6120466526127412,0.0398648570844795,0.21,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.3354950747230967,0.018875835252844,0.51,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.6994234606791865,0.0180968166063455,16.41,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.7130494964178415,0.02262639090298,10.61,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.6355722285226051,0.0199336617189168,4.15,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.7723353371200522,0.0158189453093947,6.93,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.6524623696020624,0.0326704004034257,1.16,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.6120784473858368,0.0383738396001291,0.52,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.6052435512749544,0.043822817186686,0.39,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.6503737768147726,0.0358704114912781,0.86,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.3195065948425839,0.0574399336121705,0.2,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,0.5507065481081602,0.0138887966030004,6.66,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.7304171255149277,0.0228756315793277,3.2,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN4,LightGBM,True,,3.0,0.7696489085856337,0.0138750247911914,107.98,ok,,0,missing_10
598_fri_c0_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7696421350695063,0.0115182548537521,5.72,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.1909751373026124,0.063660009183393,0.32,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.1910871949217742,0.0635138727776675,0.38,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.010764144445443,0.0105702347921357,0.48,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM5,Elastic Net,True,,19.0,-0.010764144445443,0.0105702347921357,0.38,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM6,Polynomial Regression,True,,15.0,-0.3231958261371682,0.0746995630430496,0.98,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,LM7,Bayesian Linear Regression,True,,12.0,0.1954763823824777,0.0546073190506686,0.73,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR1,Decision Tree,True,,10.0,0.4663490942025616,0.0899317275027999,0.93,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR2,Random Forest,True,,4.0,0.7587566653639239,0.0262148430858894,18.91,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,TR3,Extra Trees,True,,2.0,0.7927100951570192,0.016932853156983,18.6,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN1,AdaBoost,True,,7.0,0.6607774772484725,0.0394095375115567,6.21,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN2,Gradient Boosting (GBM),True,,1.0,0.8084242885633021,0.0179118199644049,12.49,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN6,Stacking,True,,6.0,0.6404329863703426,0.0231341316890799,2.05,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN7,Voting Ensemble,True,,8.0,0.4830583434683458,0.0310700721404895,0.73,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV1,SVM (linear),True,,17.0,0.143951230030431,0.0755640520657183,0.62,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,SV2,Kernel SVM (RBF/Poly),True,,11.0,0.1663710589817124,0.060527336212342,1.38,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,IB1,k-Nearest Neighbors,True,,13.0,0.0577454175831451,0.0772717832887782,0.44,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,NN2,MLP (Feedforward),True,,9.0,-0.3487419836593875,0.1240397767501278,31.05,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,EN3,XGBoost,True,,5.0,0.7839725216607347,0.0441134712972487,14.69,ok,,0,missing_10
620_fri_c1_1000_25,regression,1000,25,False,A11 A21 A31 A41 A53 A62,,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8107900000657328,0.0269822599093446,7.9,ok,,0,missing_10
606_fri_c2_1000_10,regression,1000,10,False,A11 A21 A31 A41 A53 A62,,LM1,Linear Regression,True,,16.0,0.2743169648284017,0.0240971946591511,0.52,ok,,0,missing_10
606_fri_c2_1000_10,regression,1000,10,False,A11 A21 A31 A41 A53 A62,,LM3,Ridge Regression,True,,14.0,0.2743628673524945,0.0239850419350228,0.55,ok,,0,missing_10
606_fri_c2_1000_10,regression,1000,10,False,A11 A21 A31 A41 A53 A62,,LM4,Lasso Regression,True,,18.0,-0.0092703972153709,0.0105159394945578,0.36,ok,,0,missing_10
