dataset,task,rows,features,subsampled,signature,flags,model,model_name,eligible,ruled_out_why,recommended_rank,score,score_std,seconds,status,detail,seed,condition
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.6025705329153606,0.0651816905280772,0.14,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.6151097178683386,0.0708824760244326,0.11,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.5903761755485893,0.0430410732625204,2.14,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.5835945663531871,0.0505552027621114,1.75,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.6070428422152561,0.0573100274566425,0.62,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.5908672936259143,0.0922583983551346,0.74,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.5348484848484849,0.0340690165395277,4.1,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.5838244514106583,0.0438474045059384,0.26,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.6224555903866248,0.0605496927362746,0.12,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.5533333333333333,0.0355902608401043,0.12,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.5975548589341693,0.0768947576120514,0.11,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.606133751306165,0.0473691765402839,0.11,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.6156739811912226,0.0359491717808787,0.12,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,NN1,Perceptron,True,,17.0,0.6183176593521421,0.0916760284405701,0.11,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.574994775339603,0.0482955760477995,2.47,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN3,XGBoost,True,,4.0,0.600491118077325,0.0301035592468712,0.25,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,EN4,LightGBM,True,,1.0,0.6070428422152561,0.0308400050867017,1.0,ok,,0,missing_10
heart_disease_va_long_beach,classification,200,13,False,A11 A21 A38 A41 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.577042842215256,0.0293694626364194,0.41,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.8481481481481483,0.062195761569432,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.8229629629629631,0.0792073211619455,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.8703703703703705,0.083706981253432,1.97,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.8851851851851853,0.0885487318652954,1.69,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.8807407407407407,0.0497676356510839,0.61,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.882962962962963,0.0611099887663491,0.82,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.8644444444444446,0.0743919107067483,0.71,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.8481481481481483,0.0735910175230802,0.21,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.8437037037037038,0.0615037889026579,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.8422222222222222,0.0486074954563642,0.11,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.8422222222222222,0.051830683509736,0.09,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.8117094017094016,0.0622632218323795,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.805185185185185,0.052722843405257,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,NN1,Perceptron,True,,17.0,0.8064102564102564,0.0708200449764367,0.1,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.8413390313390312,0.0718788456583586,2.4,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN3,XGBoost,True,,4.0,0.9,0.076227944931484,0.2,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,EN4,LightGBM,True,,1.0,0.8755555555555556,0.0782735521820328,10.22,ok,,0,missing_10
biomed,classification,209,8,False,A11 A21 A38 A41 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8622222222222223,0.0628277415070815,0.38,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,LM2,Logistic Regression,True,,10.0,0.5956241032998566,0.0460341142216909,0.17,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,TR1,Decision Tree,True,,13.0,0.5900824964131994,0.0431710109380639,0.12,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,TR2,Random Forest,True,,5.0,0.6187230989956959,0.0479842564174567,2.21,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,TR3,Extra Trees,True,,3.0,0.6381348637015781,0.0620689052230899,1.85,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN1,AdaBoost,True,,15.0,0.575416068866571,0.0545786477830514,0.53,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN2,Gradient Boosting (GBM),True,,7.0,0.5910150645624104,0.0607053615389901,0.7,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN6,Stacking,True,,6.0,0.5388235294117647,0.0205219521252521,0.69,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN7,Voting Ensemble,True,,8.0,0.6157711621233859,0.0498436546037987,0.21,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,SV1,SVM (linear),True,,11.0,0.5931241032998564,0.0508174680013128,0.11,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.6194117647058823,0.027951236579042,0.13,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,PR1,Naive Bayes,True,,14.0,0.5753299856527977,0.0701749008421991,0.12,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,IB1,k-Nearest Neighbors,True,,16.0,0.553012912482066,0.0434003684621642,0.18,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.5915674318507891,0.042215817508198,0.13,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,NN1,Perceptron,True,,17.0,0.526502869440459,0.0630036793874731,0.11,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,NN2,MLP (Feedforward),True,,2.0,0.610609756097561,0.0654561688378166,4.07,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN3,XGBoost,True,,4.0,0.5478766140602583,0.0771531780542447,0.33,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,EN4,LightGBM,True,,1.0,0.5968974175035868,0.0685628145981763,0.97,ok,,0,missing_10
breast_cancer,classification,286,9,False,A11 A21 A38 A41 A51 A62,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.5993364418938307,0.0624870187565075,0.55,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.3891880341880342,0.0316771180141659,0.15,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.3640811965811966,0.0384305668270981,0.12,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.3751923076923077,0.0345529668333189,3.97,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.3617307692307692,0.0285809588793125,2.28,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.4037820512820513,0.0362347803966742,0.63,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.3997863247863248,0.0125754716280594,2.66,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.3678632478632478,0.0282790406840796,0.72,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.370042735042735,0.0655994250855432,0.22,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.3747649572649573,0.0406502366726727,0.11,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.3594017094017093,0.0174404007926597,0.12,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.4344230769230769,0.0619936718979836,0.1,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.3598076923076923,0.0419306997086308,0.12,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.3836324786324787,0.0447399058883986,0.14,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,NN1,Perceptron,True,,17.0,0.3999786324786324,0.0651988310782064,0.14,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.3676923076923076,0.0386144633133002,5.66,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN3,XGBoost,True,,4.0,0.4174145299145299,0.0482684220315672,0.97,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,EN4,LightGBM,True,,1.0,0.3879487179487179,0.0612402034398131,11.04,ok,,0,missing_10
schizo,classification,340,14,False,A11 A21 A38 A41 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.4015811965811965,0.0520377633210196,1.23,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.624,0.0245311593239654,0.37,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.5159999999999999,0.0567019497999064,0.54,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,TR2,Random Forest,True,,5.0,0.8046666666666666,0.0247296493213219,4.81,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.808,0.0389072972304396,2.43,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.2946666666666667,0.0318747549010184,1.16,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.666,0.0444921965692362,48.57,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN6,Stacking,True,,6.0,0.7326666666666667,0.0485523772160883,2.08,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.7053333333333334,0.0570613704707484,0.64,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.4386666666666666,0.0152897932549063,0.72,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.7473333333333333,0.0352388674304067,0.26,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.6206666666666667,0.0261108747034215,0.12,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.6759999999999999,0.0328903903561173,0.14,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.474,0.0475347825866024,0.14,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,NN1,Perceptron,True,,17.0,0.4613333333333333,0.0403099105542159,0.24,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.7913333333333334,0.0595016339644924,3.71,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN3,XGBoost,True,,4.0,0.6679999999999999,0.0177137736741152,4.58,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,EN4,LightGBM,True,,1.0,0.7173333333333332,0.0198214249964246,109.08,ok,,0,missing_10
movement_libras,classification,360,90,False,A11 A21 A31 A42 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.7133333333333333,0.0277288457907805,17.26,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,LM2,Logistic Regression,True,,10.0,0.6308747601604745,0.0145610878813032,0.15,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,TR1,Decision Tree,True,,13.0,0.773064713064713,0.052629306772007,0.11,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,TR2,Random Forest,True,,5.0,0.7877485609628467,0.0333852762055538,2.42,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,TR3,Extra Trees,True,,3.0,0.8373203383917669,0.0733333922894125,1.92,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN1,AdaBoost,True,,15.0,0.7636656200941915,0.0593987495101925,0.69,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN2,Gradient Boosting (GBM),True,,7.0,0.9011446886446888,0.0412221805928904,2.44,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN6,Stacking,True,,6.0,0.7751962323390895,0.0437716240503117,0.72,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN7,Voting Ensemble,True,,8.0,0.7645408163265305,0.0439184585437864,0.23,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,SV1,SVM (linear),True,,11.0,0.6293964765393337,0.0426464225779094,0.12,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.631578144078144,0.0358060952780296,0.16,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,PR1,Naive Bayes,True,,14.0,0.6495137798709226,0.0653032950982544,0.1,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,IB1,k-Nearest Neighbors,True,,16.0,0.640107709750567,0.0589701779500675,0.15,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.6408176347462062,0.0275197749133651,0.12,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,NN1,Perceptron,True,,17.0,0.5894370312227455,0.0316303485893587,0.11,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,NN2,MLP (Feedforward),True,,2.0,0.6672165532879818,0.0553825976468315,4.25,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN3,XGBoost,True,,4.0,0.9023024594453164,0.0261978412189929,0.36,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,EN4,LightGBM,True,,1.0,0.8980572998430143,0.0232983703157036,2.13,ok,,0,missing_10
cars,classification,392,8,False,A11 A21 A38 A41 A51 A62,A53,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.8944858712715856,0.0328973396482362,1.61,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.5842643467643467,0.0341774918880072,0.51,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.9305769230769232,0.0246768877899963,0.13,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.9522069597069598,0.0218589860813332,2.9,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.9450030525030526,0.012395363608746,2.38,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.4191269841269841,0.0468002172527349,0.89,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.94232905982906,0.0279307425401532,33.8,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.8784218559218561,0.018060550080874,2.53,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.8481043956043957,0.0303870912642171,0.66,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.5191391941391941,0.0465108318479851,0.38,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.5586172161172159,0.0340374192477862,0.41,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.7912393162393163,0.0160117126517883,0.32,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.4568650793650793,0.0414028661552935,0.31,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.6535775335775336,0.0408401963816886,0.33,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,NN1,Perceptron,True,,17.0,0.4375854700854701,0.060364229672996,0.36,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.563580586080586,0.0320483433736246,11.56,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN3,XGBoost,True,,4.0,0.956517094017094,0.023942686698221,2.07,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,EN4,LightGBM,True,,1.0,0.966431623931624,0.020042051634878,84.66,ok,,0,missing_10
collins,classification,485,23,False,A11 A21 A38 A41 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.9628663003663004,0.0218772363513244,5.53,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.960226670098108,0.0254409556704459,0.27,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.8939435709866433,0.0317125243152227,0.42,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.9539651344761072,0.0156758384246126,4.65,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.9613940750445829,0.0066362607608471,2.93,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.9571234902957798,0.0141179808354403,1.81,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.9600605571412972,0.0241328376135909,4.71,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.9667580417907964,0.0226549891834796,1.01,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.963820974945279,0.0218141623410269,0.36,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.9521598583750566,0.0111332505709122,0.21,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.9629132677200152,0.0211275964255758,0.33,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,PR1,Naive Bayes,True,,14.0,0.9203424032567498,0.0284798086253693,0.18,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,IB1,k-Nearest Neighbors,True,,16.0,0.9506380661228352,0.0234361251670835,0.13,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,DR4,LDA (Linear Discriminant Analysis),True,,12.0,0.9167751989976032,0.0252443224150182,0.18,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,NN1,Perceptron,True,,17.0,0.9564141957689288,0.0177190909674057,0.23,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,NN2,MLP (Feedforward),True,,2.0,0.9691031850014818,0.0162141652248964,6.71,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN3,XGBoost,True,,4.0,0.9647833382725294,0.0170881304125999,1.27,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,EN4,LightGBM,True,,1.0,0.965163916314424,0.0117796184066212,69.07,ok,,0,missing_10
breast_cancer_wisconsin_diagnostic,classification,569,30,False,A11 A21 A31 A41 A51 A62,A54,BASE-HGB,Histogram Gradient Boosting (baseline),False,,,0.9689533193996016,0.0056081966872967,2.08,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,LM2,Logistic Regression,True,,10.0,0.8517764111254051,0.0387196469523427,0.18,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,TR1,Decision Tree,True,,13.0,0.7900134211303461,0.0337653447266351,0.16,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,TR2,Random Forest,True,,5.0,0.8645082220237388,0.0256023351713768,2.85,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,TR3,Extra Trees,True,,3.0,0.8473015322788487,0.037520505269202,2.3,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,EN1,AdaBoost,True,,15.0,0.8371866701029772,0.0415357522260537,1.52,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,EN2,Gradient Boosting (GBM),True,,7.0,0.8463044268765273,0.0250771435671196,1.26,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,EN6,Stacking,True,,6.0,0.845249957256971,0.0212857632197517,0.91,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,EN7,Voting Ensemble,True,,8.0,0.839156075492322,0.0305462801139116,0.33,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,SV1,SVM (linear),True,,11.0,0.8475132232292186,0.0382860742646181,0.18,ok,,0,missing_10
credit_approval_australia,classification,690,15,False,A11 A21 A38 A41 A51 A62,A54,SV2,Kernel SVM (RBF/Poly),True,,9.0,0.8364659214258424,0.0252706093640691,0.21,ok,,0,missing_10
