dataset,rep,scenario,checker,sees,fired,statistic,seconds
phoneme,4,label_shift,DR-M2,features,0,0.095169,0.0016
phoneme,4,label_shift,DR-M3,features,0,0.066345,0.0085
phoneme,4,label_shift,DR-M4,features,0,0.046859,0.0432
phoneme,4,label_shift,DR-M5,features,0,0.01704,0.0018
phoneme,4,label_shift,DR-M6,features,0,0.190549,0.0236
phoneme,4,label_shift,DR-M7,features,0,0.015424,0.0076
phoneme,4,label_shift,DR-M8,errors,0,-0.014,0.0001
phoneme,4,label_shift,DR-M10,joint,0,0.005737,0.1701
phoneme,4,label_shift,DR-M12,features,0,0.01276,0.0084
phoneme,4,label_shift,DR-M13,features,0,0.018403,0.0119
phoneme,4,label_shift,DR-M14,joint,0,0.02828,0.1702
phoneme,4,label_shift,DR-C1,errors,0,,0.0008
phoneme,4,label_shift,DR-C2,errors,1,3.0,0.0003
phoneme,4,label_shift,DR-C3,errors,0,,0.0006
phoneme,4,label_shift,DR-C4,errors,0,,0.0003
phoneme,4,label_shift,DR-C5,errors,0,,0.5584
phoneme,4,label_shift,DR-C6,errors,0,,0.0127
phoneme,4,label_shift,DR-C7,errors,0,,0.009
phoneme,4,label_shift,DR-C9,errors,0,,0.0005
phoneme,4,label_shift,DR-MV1,joint,1,11.144277,0.0007
phoneme,4,label_shift,DR-MV2,joint,0,0.02,0.0057
phoneme,4,label_shift,DR-CV1,joint,0,0.54006,1.0934
phoneme,4,concept,DR-M1,features,0,0.186802,0.0127
phoneme,4,concept,DR-M2,features,0,0.072775,0.0019
phoneme,4,concept,DR-M3,features,0,0.21299,0.0086
phoneme,4,concept,DR-M4,features,0,0.036554,0.04
phoneme,4,concept,DR-M5,features,0,0.013067,0.0021
phoneme,4,concept,DR-M6,features,0,0.153281,0.0259
phoneme,4,concept,DR-M7,features,0,0.058746,0.0056
phoneme,4,concept,DR-M8,errors,1,0.106,0.0001
phoneme,4,concept,DR-M10,joint,1,0.007396,0.1649
phoneme,4,concept,DR-M12,features,0,0.076411,0.0088
phoneme,4,concept,DR-M13,features,0,0.070154,0.0024
phoneme,4,concept,DR-M14,joint,0,0.029959,0.1238
phoneme,4,concept,DR-C1,errors,1,101.0,0.0015
phoneme,4,concept,DR-C2,errors,1,4.0,0.0003
phoneme,4,concept,DR-C3,errors,0,,0.0006
phoneme,4,concept,DR-C4,errors,0,,0.0003
phoneme,4,concept,DR-C5,errors,0,,0.3714
phoneme,4,concept,DR-C6,errors,0,,0.0101
phoneme,4,concept,DR-C7,errors,0,,0.0071
phoneme,4,concept,DR-C9,errors,0,,0.0005
phoneme,4,concept,DR-MV1,joint,0,10.038192,0.0007
phoneme,4,concept,DR-MV2,joint,0,0.068,0.0025
phoneme,4,concept,DR-CV1,joint,0,0.49264,0.7496
ring,0,none,DR-M1,features,1,0.001564,0.0152
ring,0,none,DR-M2,features,0,0.128219,0.007
ring,0,none,DR-M3,features,0,0.011689,0.0239
ring,0,none,DR-M4,features,0,0.063714,0.1084
ring,0,none,DR-M5,features,0,0.022904,0.0129
ring,0,none,DR-M6,features,0,0.189114,0.0556
ring,0,none,DR-M7,features,0,0.021899,0.014
ring,0,none,DR-M8,errors,0,0.004,0.0001
ring,0,none,DR-M10,joint,0,0.003364,0.1162
ring,0,none,DR-M12,features,0,0.008237,0.024
ring,0,none,DR-M13,features,0,0.016873,0.0083
ring,0,none,DR-M14,joint,0,0.03407,0.1032
ring,0,none,DR-C1,errors,1,43.0,0.0006
ring,0,none,DR-C2,errors,0,,0.0003
ring,0,none,DR-C3,errors,0,,0.0007
ring,0,none,DR-C4,errors,0,,0.0005
ring,0,none,DR-C5,errors,0,,0.4067
ring,0,none,DR-C6,errors,0,,0.0232
ring,0,none,DR-C7,errors,0,,0.0072
ring,0,none,DR-C9,errors,0,,0.0005
ring,0,none,DR-MV1,joint,0,18.915457,0.0051
ring,0,none,DR-MV2,joint,0,0.072,0.0032
ring,0,none,DR-CV1,joint,0,0.49,1.0837
ring,0,shift,DR-M1,features,1,1.4e-05,0.0158
ring,0,shift,DR-M2,features,0,0.198062,0.0064
ring,0,shift,DR-M3,features,1,0.000263,0.0189
ring,0,shift,DR-M4,features,1,0.1022,0.1472
ring,0,shift,DR-M5,features,0,0.035079,0.0096
ring,0,shift,DR-M6,features,1,0.269286,0.0752
ring,0,shift,DR-M7,features,1,0.000787,0.0219
ring,0,shift,DR-M8,errors,0,-0.02,0.0001
ring,0,shift,DR-M10,joint,1,0.005588,0.1288
ring,0,shift,DR-M12,features,1,9.4e-05,0.0225
ring,0,shift,DR-M13,features,1,0.0,0.0091
ring,0,shift,DR-M14,joint,1,0.051306,0.108
ring,0,shift,DR-C1,errors,0,,0.0009
ring,0,shift,DR-C2,errors,0,,0.0003
ring,0,shift,DR-C3,errors,0,,0.0006
ring,0,shift,DR-C4,errors,0,,0.0003
ring,0,shift,DR-C5,errors,0,,0.461
ring,0,shift,DR-C6,errors,0,,0.0251
ring,0,shift,DR-C7,errors,0,,0.0112
ring,0,shift,DR-C9,errors,0,,0.0005
ring,0,shift,DR-MV1,joint,1,34.623974,0.0012
ring,0,shift,DR-MV2,joint,0,0.056,0.0037
ring,0,shift,DR-CV1,joint,0,0.56644,1.3402
ring,0,scale,DR-M1,features,0,0.09066,0.0245
ring,0,scale,DR-M2,features,0,0.212993,0.0105
ring,0,scale,DR-M3,features,1,0.000375,0.0282
ring,0,scale,DR-M4,features,1,0.118133,0.184
ring,0,scale,DR-M5,features,0,0.036746,0.0126
ring,0,scale,DR-M6,features,1,0.320686,0.0838
ring,0,scale,DR-M7,features,0,0.020057,0.0212
ring,0,scale,DR-M8,errors,1,0.02,0.0001
ring,0,scale,DR-M10,joint,0,0.003374,0.1974
ring,0,scale,DR-M12,features,0,0.024024,0.0143
ring,0,scale,DR-M13,features,0,0.0066,0.0177
ring,0,scale,DR-M14,joint,0,0.033493,0.1672
ring,0,scale,DR-C1,errors,0,,0.0016
ring,0,scale,DR-C2,errors,1,197.0,0.0004
ring,0,scale,DR-C3,errors,0,,0.0008
ring,0,scale,DR-C4,errors,0,,0.0004
ring,0,scale,DR-C5,errors,0,,0.5694
ring,0,scale,DR-C6,errors,0,,0.0351
ring,0,scale,DR-C7,errors,0,,0.0112
ring,0,scale,DR-C9,errors,0,,0.0006
ring,0,scale,DR-MV1,joint,0,14.595228,0.0011
ring,0,scale,DR-MV2,joint,0,0.048,0.0034
ring,0,scale,DR-CV1,joint,0,0.52908,1.6804
ring,0,correlation,DR-M1,features,0,0.034488,0.0247
ring,0,correlation,DR-M2,features,0,0.10172,0.0058
ring,0,correlation,DR-M3,features,0,0.052732,0.0304
ring,0,correlation,DR-M4,features,0,0.050975,0.1657
ring,0,correlation,DR-M5,features,0,0.018213,0.0109
ring,0,correlation,DR-M6,features,1,0.252455,0.0857
ring,0,correlation,DR-M7,features,1,0.001118,0.0219
ring,0,correlation,DR-M8,errors,0,-0.02,0.0001
ring,0,correlation,DR-M10,joint,0,0.003966,0.1826
ring,0,correlation,DR-M12,features,0,0.007822,0.017
ring,0,correlation,DR-M13,features,0,0.003799,0.0177
ring,0,correlation,DR-M14,joint,0,0.038822,0.1561
ring,0,correlation,DR-C1,errors,0,,0.0008
ring,0,correlation,DR-C2,errors,0,,0.0003
ring,0,correlation,DR-C3,errors,0,,0.0006
ring,0,correlation,DR-C4,errors,0,,0.0003
ring,0,correlation,DR-C5,errors,0,,0.6629
ring,0,correlation,DR-C6,errors,0,,0.0292
ring,0,correlation,DR-C7,errors,0,,0.0123
ring,0,correlation,DR-C9,errors,0,,0.0006
ring,0,correlation,DR-MV1,joint,0,21.668314,0.001
ring,0,correlation,DR-MV2,joint,0,0.048,0.0077
ring,0,correlation,DR-CV1,joint,0,0.51768,1.767
ring,0,selection,DR-M1,features,1,0.000153,0.028
ring,0,selection,DR-M2,features,0,0.229926,0.0063
ring,0,selection,DR-M3,features,1,5.2e-05,0.037
ring,0,selection,DR-M4,features,1,0.120303,0.1992
ring,0,selection,DR-M5,features,0,0.040156,0.0106
ring,0,selection,DR-M6,features,1,0.434528,0.0894
ring,0,selection,DR-M7,features,1,0.0,0.0198
ring,0,selection,DR-M8,errors,0,-0.004,0.0001
ring,0,selection,DR-M10,joint,1,0.005707,0.1237
ring,0,selection,DR-M12,features,1,6e-06,0.0128
ring,0,selection,DR-M13,features,1,0.0,0.0131
ring,0,selection,DR-M14,joint,1,0.05885,0.1521
ring,0,selection,DR-C1,errors,0,,0.0008
ring,0,selection,DR-C2,errors,0,,0.0004
ring,0,selection,DR-C3,errors,0,,0.0006
ring,0,selection,DR-C4,errors,0,,0.0003
ring,0,selection,DR-C5,errors,0,,0.5928
ring,0,selection,DR-C6,errors,0,,0.0323
ring,0,selection,DR-C7,errors,0,,0.0113
ring,0,selection,DR-C9,errors,0,,0.0005
ring,0,selection,DR-MV1,joint,1,49.286527,0.001
ring,0,selection,DR-MV2,joint,0,0.044,0.0027
ring,0,selection,DR-CV1,joint,0,0.564,1.5353
ring,0,label_shift,DR-M1,features,0,0.018708,0.0232
ring,0,label_shift,DR-M2,features,0,0.167009,0.0101
ring,0,label_shift,DR-M3,features,1,0.00127,0.0238
ring,0,label_shift,DR-M4,features,0,0.084049,0.1261
ring,0,label_shift,DR-M5,features,0,0.029781,0.007
ring,0,label_shift,DR-M6,features,0,0.211831,0.0653
ring,0,label_shift,DR-M7,features,0,0.046258,0.0244
ring,0,label_shift,DR-M8,errors,0,0.0,0.0001
ring,0,label_shift,DR-M10,joint,1,0.007497,0.1673
ring,0,label_shift,DR-M12,features,0,0.010376,0.0162
ring,0,label_shift,DR-M13,features,0,0.011455,0.0132
ring,0,label_shift,DR-M14,joint,1,0.050287,0.1656
ring,0,label_shift,DR-C1,errors,0,,0.0014
ring,0,label_shift,DR-C2,errors,0,,0.0006
ring,0,label_shift,DR-C3,errors,0,,0.0013
ring,0,label_shift,DR-C4,errors,0,,0.0007
ring,0,label_shift,DR-C5,errors,0,,0.5643
ring,0,label_shift,DR-C6,errors,0,,0.0261
ring,0,label_shift,DR-C7,errors,0,,0.0116
ring,0,label_shift,DR-C9,errors,0,,0.0005
ring,0,label_shift,DR-MV1,joint,0,15.785935,0.001
ring,0,label_shift,DR-MV2,joint,0,0.044,0.0028
ring,0,label_shift,DR-CV1,joint,0,0.55932,1.2139
ring,0,concept,DR-M1,features,0,0.021888,0.0161
ring,0,concept,DR-M2,features,0,0.126723,0.0063
ring,0,concept,DR-M3,features,0,0.014524,0.019
ring,0,concept,DR-M4,features,0,0.064118,0.1249
ring,0,concept,DR-M5,features,0,0.022626,0.0068
ring,0,concept,DR-M6,features,0,0.157301,0.0812
ring,0,concept,DR-M7,features,0,0.097165,0.0159
ring,0,concept,DR-M8,errors,1,0.116,0.0001
ring,0,concept,DR-M10,joint,0,0.003821,0.137
ring,0,concept,DR-M12,features,0,0.028927,0.0112
ring,0,concept,DR-M13,features,0,0.045803,0.0132
ring,0,concept,DR-M14,joint,0,0.032686,0.1108
ring,0,concept,DR-C1,errors,1,22.0,0.0006
ring,0,concept,DR-C2,errors,1,61.0,0.0003
ring,0,concept,DR-C3,errors,0,,0.0006
ring,0,concept,DR-C4,errors,0,,0.0003
ring,0,concept,DR-C5,errors,0,,0.384
ring,0,concept,DR-C6,errors,0,,0.0156
ring,0,concept,DR-C7,errors,0,,0.0076
ring,0,concept,DR-C9,errors,0,,0.0005
ring,0,concept,DR-MV1,joint,0,10.772999,0.001
ring,0,concept,DR-MV2,joint,0,0.052,0.0028
ring,0,concept,DR-CV1,joint,0,0.5038,1.1706
ring,1,none,DR-M1,features,0,0.011495,0.0233
ring,1,none,DR-M2,features,0,0.136271,0.0104
ring,1,none,DR-M3,features,0,0.009226,0.0269
ring,1,none,DR-M4,features,0,0.069727,0.173
ring,1,none,DR-M5,features,0,0.024314,0.0066
ring,1,none,DR-M6,features,0,0.174977,0.0706
ring,1,none,DR-M7,features,0,0.126093,0.0193
ring,1,none,DR-M8,errors,0,0.006,0.0001
ring,1,none,DR-M10,joint,0,0.003252,0.1833
ring,1,none,DR-M12,features,0,0.011627,0.0181
ring,1,none,DR-M13,features,0,0.012039,0.0224
ring,1,none,DR-M14,joint,0,0.031835,0.1545
ring,1,none,DR-C1,errors,0,,0.0009
ring,1,none,DR-C2,errors,0,,0.0003
ring,1,none,DR-C3,errors,0,,0.0006
ring,1,none,DR-C4,errors,0,,0.0004
ring,1,none,DR-C5,errors,0,,0.6127
ring,1,none,DR-C6,errors,0,,0.0319
ring,1,none,DR-C7,errors,0,,0.0116
ring,1,none,DR-C9,errors,0,,0.0005
ring,1,none,DR-MV1,joint,0,13.035124,0.0009
ring,1,none,DR-MV2,joint,0,0.032,0.0029
ring,1,none,DR-CV1,joint,0,0.46952,1.5479
ring,1,shift,DR-M1,features,1,1e-06,0.0166
ring,1,shift,DR-M2,features,1,0.259034,0.007
ring,1,shift,DR-M3,features,1,1.8e-05,0.0182
ring,1,shift,DR-M4,features,1,0.141419,0.1076
ring,1,shift,DR-M5,features,0,0.04514,0.0063
ring,1,shift,DR-M6,features,0,0.238369,0.0691
ring,1,shift,DR-M7,features,0,0.010938,0.0163
ring,1,shift,DR-M8,errors,1,0.018,0.0001
ring,1,shift,DR-M10,joint,1,0.005013,0.1077
ring,1,shift,DR-M12,features,1,1.2e-05,0.0225
ring,1,shift,DR-M13,features,1,0.0,0.01
ring,1,shift,DR-M14,joint,1,0.048833,0.1004
ring,1,shift,DR-C1,errors,0,,0.0009
ring,1,shift,DR-C2,errors,0,,0.0004
ring,1,shift,DR-C3,errors,0,,0.0007
ring,1,shift,DR-C4,errors,0,,0.0004
ring,1,shift,DR-C5,errors,0,,0.3948
ring,1,shift,DR-C6,errors,0,,0.0195
ring,1,shift,DR-C7,errors,0,,0.0068
ring,1,shift,DR-C9,errors,0,,0.0005
ring,1,shift,DR-MV1,joint,1,36.491809,0.001
ring,1,shift,DR-MV2,joint,0,0.032,0.0028
ring,1,shift,DR-CV1,joint,0,0.5588,1.1288
ring,1,scale,DR-M1,features,0,0.021888,0.0148
ring,1,scale,DR-M2,features,0,0.156571,0.0059
ring,1,scale,DR-M3,features,1,0.001723,0.0186
ring,1,scale,DR-M4,features,0,0.075863,0.1181
ring,1,scale,DR-M5,features,0,0.027912,0.007
ring,1,scale,DR-M6,features,1,0.353884,0.0545
ring,1,scale,DR-M7,features,0,0.026453,0.0133
ring,1,scale,DR-M8,errors,1,0.01,0.0001
ring,1,scale,DR-M10,joint,0,0.004171,0.1136
ring,1,scale,DR-M12,features,0,0.025804,0.0184
ring,1,scale,DR-M13,features,0,0.003068,0.0096
ring,1,scale,DR-M14,joint,0,0.041416,0.1073
ring,1,scale,DR-C1,errors,0,,0.0007
ring,1,scale,DR-C2,errors,0,,0.0003
ring,1,scale,DR-C3,errors,0,,0.0006
ring,1,scale,DR-C4,errors,0,,0.0003
ring,1,scale,DR-C5,errors,0,,0.3866
ring,1,scale,DR-C6,errors,0,,0.0183
ring,1,scale,DR-C7,errors,0,,0.0063
ring,1,scale,DR-C9,errors,0,,0.0005
ring,1,scale,DR-MV1,joint,0,26.175217,0.0009
ring,1,scale,DR-MV2,joint,0,0.036,0.0027
ring,1,scale,DR-CV1,joint,0,0.5498,1.3927
ring,1,correlation,DR-M1,features,0,0.029718,0.0192
ring,1,correlation,DR-M2,features,0,0.103888,0.0099
ring,1,correlation,DR-M3,features,0,0.053792,0.0261
ring,1,correlation,DR-M4,features,0,0.053154,0.2182
ring,1,correlation,DR-M5,features,0,0.018535,0.0148
ring,1,correlation,DR-M6,features,0,0.197844,0.1011
ring,1,correlation,DR-M7,features,0,0.039779,0.018
ring,1,correlation,DR-M8,errors,1,0.034,0.0001
ring,1,correlation,DR-M10,joint,0,0.003391,0.1793
ring,1,correlation,DR-M12,features,0,0.061749,0.0219
ring,1,correlation,DR-M13,features,0,0.047761,0.0179
ring,1,correlation,DR-M14,joint,0,0.03537,0.1609
ring,1,correlation,DR-C1,errors,0,,0.0009
ring,1,correlation,DR-C2,errors,1,183.0,0.0003
ring,1,correlation,DR-C3,errors,0,,0.0007
ring,1,correlation,DR-C4,errors,0,,0.0004
ring,1,correlation,DR-C5,errors,0,,0.609
ring,1,correlation,DR-C6,errors,0,,0.0247
ring,1,correlation,DR-C7,errors,0,,0.0103
ring,1,correlation,DR-C9,errors,0,,0.0005
ring,1,correlation,DR-MV1,joint,0,19.172062,0.001
ring,1,correlation,DR-MV2,joint,0,0.052,0.0029
ring,1,correlation,DR-CV1,joint,0,0.51488,1.4242
ring,1,selection,DR-M1,features,1,0.00037,0.0224
ring,1,selection,DR-M2,features,0,0.211083,0.0066
ring,1,selection,DR-M3,features,1,0.000128,0.0276
ring,1,selection,DR-M4,features,1,0.107869,0.1221
ring,1,selection,DR-M5,features,0,0.03686,0.0072
ring,1,selection,DR-M6,features,1,0.379641,0.0558
ring,1,selection,DR-M7,features,1,1e-06,0.0132
ring,1,selection,DR-M8,errors,1,0.018,0.0001
ring,1,selection,DR-M10,joint,1,0.004785,0.1282
ring,1,selection,DR-M12,features,1,1.1e-05,0.0176
ring,1,selection,DR-M13,features,1,0.0,0.0106
ring,1,selection,DR-M14,joint,1,0.052144,0.1325
ring,1,selection,DR-C1,errors,0,,0.0008
ring,1,selection,DR-C2,errors,0,,0.0003
ring,1,selection,DR-C3,errors,0,,0.0006
ring,1,selection,DR-C4,errors,0,,0.0003
ring,1,selection,DR-C5,errors,0,,0.5182
ring,1,selection,DR-C6,errors,0,,0.0262
ring,1,selection,DR-C7,errors,0,,0.0078
ring,1,selection,DR-C9,errors,0,,0.0005
ring,1,selection,DR-MV1,joint,1,44.843561,0.0036
ring,1,selection,DR-MV2,joint,0,0.048,0.0042
ring,1,selection,DR-CV1,joint,0,0.53368,1.6081
ring,1,label_shift,DR-M1,features,0,0.013558,0.0215
ring,1,label_shift,DR-M2,features,0,0.153257,0.0113
ring,1,label_shift,DR-M3,features,0,0.00271,0.0257
ring,1,label_shift,DR-M4,features,0,0.075679,0.1566
ring,1,label_shift,DR-M5,features,0,0.027166,0.0067
ring,1,label_shift,DR-M6,features,0,0.196545,0.0734
ring,1,label_shift,DR-M7,features,0,0.022421,0.0256
ring,1,label_shift,DR-M8,errors,0,0.002,0.0001
ring,1,label_shift,DR-M10,joint,1,0.00528,0.1578
ring,1,label_shift,DR-M12,features,0,0.025458,0.0178
ring,1,label_shift,DR-M13,features,0,0.012541,0.014
ring,1,label_shift,DR-M14,joint,1,0.05068,0.1394
ring,1,label_shift,DR-C1,errors,0,,0.0007
ring,1,label_shift,DR-C2,errors,0,,0.0003
ring,1,label_shift,DR-C3,errors,0,,0.0006
ring,1,label_shift,DR-C4,errors,0,,0.0003
ring,1,label_shift,DR-C5,errors,0,,0.632
ring,1,label_shift,DR-C6,errors,0,,0.0326
ring,1,label_shift,DR-C7,errors,0,,0.0289
ring,1,label_shift,DR-C9,errors,0,,0.0008
ring,1,label_shift,DR-MV1,joint,1,33.652745,0.0011
ring,1,label_shift,DR-MV2,joint,0,0.052,0.0071
ring,1,label_shift,DR-CV1,joint,0,0.50184,1.73
ring,1,concept,DR-M1,features,1,0.002303,0.0227
ring,1,concept,DR-M2,features,0,0.125944,0.01
ring,1,concept,DR-M3,features,0,0.015826,0.0262
ring,1,concept,DR-M4,features,0,0.064039,0.1701
ring,1,concept,DR-M5,features,0,0.022457,0.0113
ring,1,concept,DR-M6,features,0,0.219612,0.0841
ring,1,concept,DR-M7,features,0,0.004463,0.0207
ring,1,concept,DR-M8,errors,1,0.142,0.0001
ring,1,concept,DR-M10,joint,1,0.005542,0.1675
ring,1,concept,DR-M12,features,1,0.002003,0.0218
ring,1,concept,DR-M13,features,1,0.00184,0.0133
ring,1,concept,DR-M14,joint,1,0.047971,0.1543
ring,1,concept,DR-C1,errors,1,82.0,0.0006
ring,1,concept,DR-C2,errors,1,78.0,0.0003
ring,1,concept,DR-C3,errors,0,,0.0006
ring,1,concept,DR-C4,errors,1,235.0,0.0003
ring,1,concept,DR-C5,errors,0,,0.5441
ring,1,concept,DR-C6,errors,1,239.0,0.0238
ring,1,concept,DR-C7,errors,0,,0.0118
ring,1,concept,DR-C9,errors,0,,0.0005
ring,1,concept,DR-MV1,joint,0,28.090448,0.0009
ring,1,concept,DR-MV2,joint,0,0.04,0.0032
ring,1,concept,DR-CV1,joint,0,0.545,1.6157
ring,2,none,DR-M1,features,0,0.053038,0.0238
ring,2,none,DR-M2,features,0,0.101048,0.01
ring,2,none,DR-M3,features,0,0.048579,0.0264
ring,2,none,DR-M4,features,0,0.049416,0.1802
ring,2,none,DR-M5,features,0,0.018072,0.0106
ring,2,none,DR-M6,features,0,0.220937,0.0881
ring,2,none,DR-M7,features,0,0.004768,0.0179
ring,2,none,DR-M8,errors,0,0.0,0.0001
ring,2,none,DR-M10,joint,0,0.004004,0.1784
ring,2,none,DR-M12,features,0,0.054373,0.0226
ring,2,none,DR-M13,features,0,0.034143,0.0166
ring,2,none,DR-M14,joint,0,0.040878,0.1615
ring,2,none,DR-C1,errors,0,,0.0008
ring,2,none,DR-C2,errors,0,,0.0003
ring,2,none,DR-C3,errors,0,,0.0006
ring,2,none,DR-C4,errors,0,,0.0003
ring,2,none,DR-C5,errors,0,,0.5873
ring,2,none,DR-C6,errors,0,,0.0265
ring,2,none,DR-C7,errors,0,,0.011
ring,2,none,DR-C9,errors,0,,0.0005
ring,2,none,DR-MV1,joint,0,22.90133,0.001
ring,2,none,DR-MV2,joint,0,0.028,0.0027
ring,2,none,DR-CV1,joint,0,0.5234,1.5801
ring,2,shift,DR-M1,features,1,0.0,0.024
ring,2,shift,DR-M2,features,1,0.279485,0.006
ring,2,shift,DR-M3,features,1,6e-06,0.03
ring,2,shift,DR-M4,features,1,0.153102,0.165
ring,2,shift,DR-M5,features,0,0.048385,0.0103
ring,2,shift,DR-M6,features,1,0.32085,0.0783
ring,2,shift,DR-M7,features,1,0.000179,0.0211
ring,2,shift,DR-M8,errors,0,-0.012,0.0001
ring,2,shift,DR-M10,joint,0,0.004551,0.1614
ring,2,shift,DR-M12,features,1,1e-06,0.0233
ring,2,shift,DR-M13,features,1,0.0,0.0125
ring,2,shift,DR-M14,joint,0,0.045912,0.1822
ring,2,shift,DR-C1,errors,0,,0.0009
ring,2,shift,DR-C2,errors,0,,0.0003
ring,2,shift,DR-C3,errors,0,,0.0006
ring,2,shift,DR-C4,errors,0,,0.0003
ring,2,shift,DR-C5,errors,0,,0.6125
ring,2,shift,DR-C6,errors,0,,0.0285
ring,2,shift,DR-C7,errors,0,,0.011
ring,2,shift,DR-C9,errors,0,,0.0005
ring,2,shift,DR-MV1,joint,1,31.675481,0.001
ring,2,shift,DR-MV2,joint,0,0.032,0.007
ring,2,shift,DR-CV1,joint,0,0.53172,1.6152
ring,2,scale,DR-M1,features,0,0.06089,0.0193
ring,2,scale,DR-M2,features,0,0.116012,0.0099
ring,2,scale,DR-M3,features,0,0.019276,0.0261
ring,2,scale,DR-M4,features,0,0.055616,0.1659
ring,2,scale,DR-M5,features,0,0.020681,0.0106
ring,2,scale,DR-M6,features,1,0.310278,0.0804
ring,2,scale,DR-M7,features,0,0.037557,0.0208
ring,2,scale,DR-M8,errors,1,0.012,0.0001
ring,2,scale,DR-M10,joint,0,0.003344,0.1611
ring,2,scale,DR-M12,features,0,0.073119,0.0211
ring,2,scale,DR-M13,features,0,0.017522,0.0169
ring,2,scale,DR-M14,joint,0,0.033889,0.1491
ring,2,scale,DR-C1,errors,1,180.0,0.0007
ring,2,scale,DR-C2,errors,0,,0.0003
ring,2,scale,DR-C3,errors,0,,0.0006
ring,2,scale,DR-C4,errors,0,,0.0003
ring,2,scale,DR-C5,errors,0,,0.5504
ring,2,scale,DR-C6,errors,0,,0.0247
ring,2,scale,DR-C7,errors,0,,0.0137
ring,2,scale,DR-C9,errors,0,,0.0005
ring,2,scale,DR-MV1,joint,0,16.451458,0.0009
ring,2,scale,DR-MV2,joint,0,0.016,0.0026
ring,2,scale,DR-CV1,joint,0,0.53868,1.6279
ring,2,correlation,DR-M1,features,0,0.015948,0.0227
ring,2,correlation,DR-M2,features,0,0.114831,0.0099
ring,2,correlation,DR-M3,features,0,0.038955,0.0329
ring,2,correlation,DR-M4,features,0,0.060716,0.1678
ring,2,correlation,DR-M5,features,0,0.020326,0.0106
ring,2,correlation,DR-M6,features,0,0.20879,0.0848
ring,2,correlation,DR-M7,features,0,0.007831,0.0236
ring,2,correlation,DR-M8,errors,1,0.008,0.0001
ring,2,correlation,DR-M10,joint,0,0.003475,0.168
ring,2,correlation,DR-M12,features,0,0.012356,0.0263
ring,2,correlation,DR-M13,features,0,0.019027,0.0132
ring,2,correlation,DR-M14,joint,0,0.037581,0.1544
ring,2,correlation,DR-C1,errors,0,,0.0008
ring,2,correlation,DR-C2,errors,0,,0.0003
ring,2,correlation,DR-C3,errors,0,,0.0006
ring,2,correlation,DR-C4,errors,0,,0.0003
ring,2,correlation,DR-C5,errors,0,,0.5924
ring,2,correlation,DR-C6,errors,0,,0.0476
ring,2,correlation,DR-C7,errors,0,,0.011
ring,2,correlation,DR-C9,errors,0,,0.0005
ring,2,correlation,DR-MV1,joint,0,20.781771,0.0009
ring,2,correlation,DR-MV2,joint,0,0.028,0.0028
ring,2,correlation,DR-CV1,joint,0,0.51956,1.545
ring,2,selection,DR-M1,features,1,1e-06,0.0234
ring,2,selection,DR-M2,features,1,0.25288,0.0101
ring,2,selection,DR-M3,features,1,9e-06,0.0269
ring,2,selection,DR-M4,features,1,0.130147,0.1666
ring,2,selection,DR-M5,features,0,0.044358,0.0107
ring,2,selection,DR-M6,features,1,0.486464,0.0859
ring,2,selection,DR-M7,features,1,0.0,0.0227
ring,2,selection,DR-M8,errors,0,0.004,0.0001
ring,2,selection,DR-M10,joint,1,0.007531,0.225
ring,2,selection,DR-M12,features,1,0.0,0.014
ring,2,selection,DR-M13,features,1,0.0,0.0285
ring,2,selection,DR-M14,joint,1,0.073194,0.1667
ring,2,selection,DR-C1,errors,0,,0.0008
ring,2,selection,DR-C2,errors,0,,0.0003
ring,2,selection,DR-C3,errors,0,,0.0006
ring,2,selection,DR-C4,errors,0,,0.0003
ring,2,selection,DR-C5,errors,0,,0.6095
ring,2,selection,DR-C6,errors,0,,0.0254
ring,2,selection,DR-C7,errors,0,,0.011
ring,2,selection,DR-C9,errors,0,,0.0005
ring,2,selection,DR-MV1,joint,1,58.57804,0.005
ring,2,selection,DR-MV2,joint,0,0.024,0.0027
ring,2,selection,DR-CV1,joint,0,0.57408,1.5975
ring,2,label_shift,DR-M1,features,0,0.015948,0.0235
ring,2,label_shift,DR-M2,features,0,0.174315,0.0058
ring,2,label_shift,DR-M3,features,1,0.000835,0.0305
ring,2,label_shift,DR-M4,features,0,0.087719,0.1581
ring,2,label_shift,DR-M5,features,0,0.030982,0.0107
ring,2,label_shift,DR-M6,features,0,0.246962,0.1119
ring,2,label_shift,DR-M7,features,1,0.001409,0.0173
ring,2,label_shift,DR-M8,errors,0,-0.012,0.0001
ring,2,label_shift,DR-M10,joint,1,0.008937,0.1715
ring,2,label_shift,DR-M12,features,0,0.005168,0.0245
ring,2,label_shift,DR-M13,features,1,0.002366,0.0182
ring,2,label_shift,DR-M14,joint,1,0.068747,0.1603
ring,2,label_shift,DR-C1,errors,0,,0.0007
ring,2,label_shift,DR-C2,errors,0,,0.0004
ring,2,label_shift,DR-C3,errors,0,,0.0006
ring,2,label_shift,DR-C4,errors,0,,0.0004
ring,2,label_shift,DR-C5,errors,0,,0.5866
ring,2,label_shift,DR-C6,errors,0,,0.0348
ring,2,label_shift,DR-C7,errors,0,,0.0112
ring,2,label_shift,DR-C9,errors,0,,0.0005
ring,2,label_shift,DR-MV1,joint,1,34.292461,0.001
