dataset,rep,scenario,checker,sees,fired,statistic,seconds
ann_thyroid,4,none,DR-C9,errors,0,,0.0004
ann_thyroid,4,none,DR-MV1,joint,0,17.058273,0.0014
ann_thyroid,4,none,DR-MV2,joint,0,0.04,0.0026
ann_thyroid,4,none,DR-CV1,joint,0,0.49778,0.7996
ann_thyroid,4,shift,DR-M1,features,1,0.0,0.0152
ann_thyroid,4,shift,DR-M2,features,1,2.819813,0.0038
ann_thyroid,4,shift,DR-M3,features,1,0.0,0.0167
ann_thyroid,4,shift,DR-M4,features,1,2.17981,0.0783
ann_thyroid,4,shift,DR-M5,features,1,0.245151,0.0045
ann_thyroid,4,shift,DR-M6,features,0,0.293824,0.0479
ann_thyroid,4,shift,DR-M7,features,0,0.006906,0.0136
ann_thyroid,4,shift,DR-M8,errors,0,-0.006,0.0001
ann_thyroid,4,shift,DR-M10,joint,0,0.004641,0.1126
ann_thyroid,4,shift,DR-M12,features,1,0.0,0.7829
ann_thyroid,4,shift,DR-M13,features,1,0.0,0.0067
ann_thyroid,4,shift,DR-M14,joint,0,0.039488,0.1017
ann_thyroid,4,shift,DR-C1,errors,0,,0.0008
ann_thyroid,4,shift,DR-C2,errors,0,,0.0003
ann_thyroid,4,shift,DR-C3,errors,0,,0.0006
ann_thyroid,4,shift,DR-C4,errors,0,,0.0003
ann_thyroid,4,shift,DR-C5,errors,0,,0.3719
ann_thyroid,4,shift,DR-C6,errors,0,,0.0239
ann_thyroid,4,shift,DR-C7,errors,0,,0.0104
ann_thyroid,4,shift,DR-C9,errors,0,,0.0005
ann_thyroid,4,shift,DR-MV1,joint,0,23.710838,0.0009
ann_thyroid,4,shift,DR-MV2,joint,0,0.036,0.0031
ann_thyroid,4,shift,DR-CV1,joint,1,0.86524,0.8512
ann_thyroid,4,scale,DR-M1,features,1,0.001564,0.014
ann_thyroid,4,scale,DR-M2,features,1,0.962153,0.0044
ann_thyroid,4,scale,DR-M3,features,1,0.0,0.0165
ann_thyroid,4,scale,DR-M4,features,1,0.751349,0.0702
ann_thyroid,4,scale,DR-M5,features,0,0.089265,0.0044
ann_thyroid,4,scale,DR-M6,features,0,0.386859,0.0432
ann_thyroid,4,scale,DR-M7,features,0,0.01789,0.0132
ann_thyroid,4,scale,DR-M8,errors,0,-0.006,0.0
ann_thyroid,4,scale,DR-M10,joint,1,0.005793,0.1068
ann_thyroid,4,scale,DR-M12,features,0,0.004611,0.7917
ann_thyroid,4,scale,DR-M13,features,1,0.0,0.0065
ann_thyroid,4,scale,DR-M14,joint,0,0.044886,0.101
ann_thyroid,4,scale,DR-C1,errors,0,,0.0008
ann_thyroid,4,scale,DR-C2,errors,0,,0.0003
ann_thyroid,4,scale,DR-C3,errors,0,,0.0006
ann_thyroid,4,scale,DR-C4,errors,0,,0.0003
ann_thyroid,4,scale,DR-C5,errors,0,,0.3639
ann_thyroid,4,scale,DR-C6,errors,0,,0.0224
ann_thyroid,4,scale,DR-C7,errors,0,,0.011
ann_thyroid,4,scale,DR-C9,errors,0,,0.0006
ann_thyroid,4,scale,DR-MV1,joint,0,27.10734,0.001
ann_thyroid,4,scale,DR-MV2,joint,0,0.02,0.003
ann_thyroid,4,scale,DR-CV1,joint,1,0.76744,0.81
ann_thyroid,4,correlation,DR-M1,features,0,0.046073,0.0137
ann_thyroid,4,correlation,DR-M2,features,0,0.073423,0.0039
ann_thyroid,4,correlation,DR-M3,features,0,0.186212,0.0161
ann_thyroid,4,correlation,DR-M4,features,0,0.036791,0.0691
ann_thyroid,4,correlation,DR-M5,features,0,0.013169,0.0044
ann_thyroid,4,correlation,DR-M6,features,0,0.139399,0.0446
ann_thyroid,4,correlation,DR-M7,features,0,0.131213,0.0134
ann_thyroid,4,correlation,DR-M8,errors,1,0.002,0.0001
ann_thyroid,4,correlation,DR-M10,joint,0,0.004305,0.1084
ann_thyroid,4,correlation,DR-M12,features,0,0.031065,0.8285
ann_thyroid,4,correlation,DR-M13,features,0,0.046651,0.0072
ann_thyroid,4,correlation,DR-M14,joint,0,0.03473,0.109
ann_thyroid,4,correlation,DR-C1,errors,1,30.0,0.0007
ann_thyroid,4,correlation,DR-C2,errors,0,,0.0003
ann_thyroid,4,correlation,DR-C3,errors,0,,0.0006
ann_thyroid,4,correlation,DR-C4,errors,0,,0.0003
ann_thyroid,4,correlation,DR-C5,errors,0,,0.4277
ann_thyroid,4,correlation,DR-C6,errors,0,,0.0307
ann_thyroid,4,correlation,DR-C7,errors,0,,0.0105
ann_thyroid,4,correlation,DR-C9,errors,0,,0.0006
ann_thyroid,4,correlation,DR-MV1,joint,0,14.714034,0.0009
ann_thyroid,4,correlation,DR-MV2,joint,0,0.028,0.0031
ann_thyroid,4,correlation,DR-CV1,joint,1,0.81464,0.839
ann_thyroid,4,selection,DR-M1,features,1,8e-06,0.0145
ann_thyroid,4,selection,DR-M2,features,0,0.232011,0.0039
ann_thyroid,4,selection,DR-M3,features,1,4e-06,0.0193
ann_thyroid,4,selection,DR-M4,features,1,0.107829,0.0751
ann_thyroid,4,selection,DR-M5,features,0,0.040591,0.0056
ann_thyroid,4,selection,DR-M6,features,1,0.80698,0.0504
ann_thyroid,4,selection,DR-M7,features,1,0.0,0.0136
ann_thyroid,4,selection,DR-M8,errors,0,-0.006,0.0001
ann_thyroid,4,selection,DR-M10,joint,1,0.009145,0.1198
ann_thyroid,4,selection,DR-M12,features,1,0.0,1.0343
ann_thyroid,4,selection,DR-M13,features,1,0.0,0.0109
ann_thyroid,4,selection,DR-M14,joint,1,0.128706,0.1027
ann_thyroid,4,selection,DR-C1,errors,0,,0.0008
ann_thyroid,4,selection,DR-C2,errors,0,,0.0003
ann_thyroid,4,selection,DR-C3,errors,0,,0.0006
ann_thyroid,4,selection,DR-C4,errors,0,,0.0003
ann_thyroid,4,selection,DR-C5,errors,0,,0.362
ann_thyroid,4,selection,DR-C6,errors,0,,0.0225
ann_thyroid,4,selection,DR-C7,errors,0,,0.0111
ann_thyroid,4,selection,DR-C9,errors,0,,0.0005
ann_thyroid,4,selection,DR-MV1,joint,1,133.332435,0.0009
ann_thyroid,4,selection,DR-MV2,joint,1,0.08,0.0027
ann_thyroid,4,selection,DR-CV1,joint,0,0.5403,0.8065
ann_thyroid,4,label_shift,DR-M1,features,0,0.021888,0.0142
ann_thyroid,4,label_shift,DR-M2,features,0,0.165049,0.0039
ann_thyroid,4,label_shift,DR-M3,features,1,0.002139,0.0163
ann_thyroid,4,label_shift,DR-M4,features,0,0.084888,0.0737
ann_thyroid,4,label_shift,DR-M5,features,0,0.028958,0.0044
ann_thyroid,4,label_shift,DR-M6,features,0,0.219643,0.0466
ann_thyroid,4,label_shift,DR-M7,features,0,0.017839,0.014
ann_thyroid,4,label_shift,DR-M8,errors,1,0.002,0.0001
ann_thyroid,4,label_shift,DR-M10,joint,1,0.005612,0.1151
ann_thyroid,4,label_shift,DR-M12,features,0,0.002963,1.0957
ann_thyroid,4,label_shift,DR-M13,features,1,0.001772,0.0085
ann_thyroid,4,label_shift,DR-M14,joint,1,0.050587,0.1058
ann_thyroid,4,label_shift,DR-C1,errors,1,100.0,0.0007
ann_thyroid,4,label_shift,DR-C2,errors,0,,0.0014
ann_thyroid,4,label_shift,DR-C3,errors,0,,0.0008
ann_thyroid,4,label_shift,DR-C4,errors,0,,0.0004
ann_thyroid,4,label_shift,DR-C5,errors,0,,0.4057
ann_thyroid,4,label_shift,DR-C6,errors,0,,0.0218
ann_thyroid,4,label_shift,DR-C7,errors,0,,0.0102
ann_thyroid,4,label_shift,DR-C9,errors,0,,0.0004
ann_thyroid,4,label_shift,DR-MV1,joint,0,29.950323,0.0009
ann_thyroid,4,label_shift,DR-MV2,joint,0,0.016,0.0027
ann_thyroid,4,label_shift,DR-CV1,joint,0,0.52474,0.8696
ann_thyroid,4,concept,DR-M1,features,0,0.20871,0.014
ann_thyroid,4,concept,DR-M2,features,0,0.10132,0.0046
ann_thyroid,4,concept,DR-M3,features,0,0.04629,0.0244
ann_thyroid,4,concept,DR-M4,features,0,0.053362,0.0729
ann_thyroid,4,concept,DR-M5,features,0,0.018026,0.0045
ann_thyroid,4,concept,DR-M6,features,0,0.157117,0.0445
ann_thyroid,4,concept,DR-M7,features,0,0.037626,0.0135
ann_thyroid,4,concept,DR-M8,errors,1,0.11,0.0001
ann_thyroid,4,concept,DR-M10,joint,0,0.004573,0.1129
ann_thyroid,4,concept,DR-M12,features,0,0.03948,1.1334
ann_thyroid,4,concept,DR-M13,features,0,0.005886,0.0078
ann_thyroid,4,concept,DR-M14,joint,0,0.036809,0.1004
ann_thyroid,4,concept,DR-C1,errors,1,9.0,0.0007
ann_thyroid,4,concept,DR-C2,errors,1,227.0,0.0003
ann_thyroid,4,concept,DR-C3,errors,0,,0.0006
ann_thyroid,4,concept,DR-C4,errors,1,139.0,0.0003
ann_thyroid,4,concept,DR-C5,errors,0,,0.3839
ann_thyroid,4,concept,DR-C6,errors,0,,0.0187
ann_thyroid,4,concept,DR-C7,errors,0,,0.0108
ann_thyroid,4,concept,DR-C9,errors,0,,0.0005
ann_thyroid,4,concept,DR-MV1,joint,0,23.372652,0.0013
ann_thyroid,4,concept,DR-MV2,joint,0,0.036,0.0027
ann_thyroid,4,concept,DR-CV1,joint,0,0.48268,0.8079
banana,0,none,DR-M1,features,1,0.005781,0.0019
banana,0,none,DR-M2,features,0,0.085658,0.0007
banana,0,none,DR-M3,features,0,0.153459,0.0019
banana,0,none,DR-M4,features,0,0.045342,0.0118
banana,0,none,DR-M5,features,0,0.015198,0.0007
banana,0,none,DR-M6,features,0,0.167728,0.0064
banana,0,none,DR-M7,features,0,0.033681,0.0016
banana,0,none,DR-M8,errors,0,0.008,0.0
banana,0,none,DR-M10,joint,0,0.007055,0.1134
banana,0,none,DR-M12,features,0,0.026997,0.0013
banana,0,none,DR-M13,features,0,0.044749,0.0011
banana,0,none,DR-M14,joint,0,0.021531,0.0938
banana,0,none,DR-C1,errors,0,,0.0007
banana,0,none,DR-C2,errors,1,107.0,0.0004
banana,0,none,DR-C3,errors,0,,0.0006
banana,0,none,DR-C4,errors,0,,0.0004
banana,0,none,DR-C5,errors,0,,0.3759
banana,0,none,DR-C6,errors,0,,0.0094
banana,0,none,DR-C7,errors,0,,0.0065
banana,0,none,DR-C9,errors,0,,0.0005
banana,0,none,DR-MV1,joint,1,6.280425,0.0006
banana,0,none,DR-MV2,joint,0,0.06,0.0023
banana,0,none,DR-CV1,joint,0,0.54096,0.6242
banana,0,shift,DR-M1,features,1,0.000567,0.0019
banana,0,shift,DR-M2,features,0,0.139748,0.0008
banana,0,shift,DR-M3,features,1,0.004512,0.0019
banana,0,shift,DR-M4,features,0,0.066252,0.0116
banana,0,shift,DR-M5,features,0,0.024772,0.0008
banana,0,shift,DR-M6,features,1,0.354573,0.0066
banana,0,shift,DR-M7,features,1,7e-06,0.0016
banana,0,shift,DR-M8,errors,1,0.052,0.0
banana,0,shift,DR-M10,joint,1,0.017514,0.1066
banana,0,shift,DR-M12,features,1,4.4e-05,0.0014
banana,0,shift,DR-M13,features,1,0.0,0.0011
banana,0,shift,DR-M14,joint,1,0.065661,0.0922
banana,0,shift,DR-C1,errors,0,,0.0007
banana,0,shift,DR-C2,errors,1,104.0,0.0003
banana,0,shift,DR-C3,errors,0,,0.0007
banana,0,shift,DR-C4,errors,0,,0.0003
banana,0,shift,DR-C5,errors,0,,0.3605
banana,0,shift,DR-C6,errors,0,,0.0127
banana,0,shift,DR-C7,errors,0,,0.0072
banana,0,shift,DR-C9,errors,0,,0.0005
banana,0,shift,DR-MV1,joint,1,27.642687,0.0007
banana,0,shift,DR-MV2,joint,0,0.048,0.0023
banana,0,shift,DR-CV1,joint,0,0.59004,0.6378
banana,0,scale,DR-M1,features,1,4e-06,0.002
banana,0,scale,DR-M2,features,1,0.394458,0.0007
banana,0,scale,DR-M3,features,1,0.0,0.0018
banana,0,scale,DR-M4,features,1,0.185828,0.0116
banana,0,scale,DR-M5,features,0,0.069243,0.0007
banana,0,scale,DR-M6,features,1,0.442239,0.0064
banana,0,scale,DR-M7,features,0,0.31318,0.0015
banana,0,scale,DR-M8,errors,1,0.052,0.0
banana,0,scale,DR-M10,joint,1,0.034203,0.1119
banana,0,scale,DR-M12,features,1,0.00017,0.0054
banana,0,scale,DR-M13,features,1,0.0,0.0031
banana,0,scale,DR-M14,joint,1,0.065623,0.0938
banana,0,scale,DR-C1,errors,0,,0.0007
banana,0,scale,DR-C2,errors,1,75.0,0.0003
banana,0,scale,DR-C3,errors,0,,0.0006
banana,0,scale,DR-C4,errors,0,,0.0004
banana,0,scale,DR-C5,errors,0,,0.3959
banana,0,scale,DR-C6,errors,0,,0.0079
banana,0,scale,DR-C7,errors,0,,0.0059
banana,0,scale,DR-C9,errors,0,,0.0005
banana,0,scale,DR-MV1,joint,0,1.693409,0.0005
banana,0,scale,DR-MV2,joint,1,0.112,0.0023
banana,0,scale,DR-CV1,joint,1,0.69522,0.5699
banana,0,correlation,DR-M1,features,0,0.348152,0.0016
banana,0,correlation,DR-M2,features,0,0.034118,0.0008
banana,0,correlation,DR-M3,features,0,0.780147,0.0018
banana,0,correlation,DR-M4,features,0,0.017274,0.0117
banana,0,correlation,DR-M5,features,0,0.006131,0.0006
banana,0,correlation,DR-M6,features,0,0.100441,0.0074
banana,0,correlation,DR-M7,features,0,0.200012,0.0016
banana,0,correlation,DR-M8,errors,1,0.308,0.0001
banana,0,correlation,DR-M10,joint,0,0.006586,0.1147
banana,0,correlation,DR-M12,features,0,0.347559,0.001
banana,0,correlation,DR-M13,features,0,0.25,0.001
banana,0,correlation,DR-M14,joint,0,0.018047,0.0957
banana,0,correlation,DR-C1,errors,1,38.0,0.0007
banana,0,correlation,DR-C2,errors,1,20.0,0.0003
banana,0,correlation,DR-C3,errors,1,194.0,0.0006
banana,0,correlation,DR-C4,errors,1,75.0,0.0003
banana,0,correlation,DR-C5,errors,0,,0.3695
banana,0,correlation,DR-C6,errors,1,29.0,0.007
banana,0,correlation,DR-C7,errors,1,28.0,0.0049
banana,0,correlation,DR-C9,errors,1,74.0,0.0004
banana,0,correlation,DR-MV1,joint,0,3.221375,0.0007
banana,0,correlation,DR-MV2,joint,0,0.048,0.0021
banana,0,correlation,DR-CV1,joint,0,0.59522,0.618
banana,0,selection,DR-M1,features,1,0.0,0.0021
banana,0,selection,DR-M2,features,1,0.409255,0.0008
banana,0,selection,DR-M3,features,1,0.0,0.0019
banana,0,selection,DR-M4,features,1,0.223423,0.014
banana,0,selection,DR-M5,features,0,0.070075,0.0009
banana,0,selection,DR-M6,features,1,0.577603,0.0105
banana,0,selection,DR-M7,features,1,0.0,0.002
banana,0,selection,DR-M8,errors,0,-0.008,0.0001
banana,0,selection,DR-M10,joint,1,0.051256,0.1111
banana,0,selection,DR-M12,features,1,0.0,0.0013
banana,0,selection,DR-M13,features,1,0.0,0.0009
banana,0,selection,DR-M14,joint,1,0.167314,0.1424
banana,0,selection,DR-C1,errors,0,,0.0009
banana,0,selection,DR-C2,errors,1,215.0,0.0003
banana,0,selection,DR-C3,errors,0,,0.0006
banana,0,selection,DR-C4,errors,0,,0.0003
banana,0,selection,DR-C5,errors,0,,0.3586
banana,0,selection,DR-C6,errors,0,,0.0088
banana,0,selection,DR-C7,errors,0,,0.0059
banana,0,selection,DR-C9,errors,0,,0.0004
banana,0,selection,DR-MV1,joint,1,60.090332,0.0005
banana,0,selection,DR-MV2,joint,0,0.052,0.0019
banana,0,selection,DR-CV1,joint,1,0.60376,0.6241
banana,0,label_shift,DR-M1,features,0,0.025539,0.0018
banana,0,label_shift,DR-M2,features,0,0.066901,0.0007
banana,0,label_shift,DR-M3,features,0,0.295198,0.0021
banana,0,label_shift,DR-M4,features,0,0.034421,0.0118
banana,0,label_shift,DR-M5,features,0,0.011968,0.0009
banana,0,label_shift,DR-M6,features,0,0.143518,0.0067
banana,0,label_shift,DR-M7,features,0,0.071461,0.0016
banana,0,label_shift,DR-M8,errors,0,0.016,0.0
banana,0,label_shift,DR-M10,joint,0,0.005694,0.1101
banana,0,label_shift,DR-M12,features,0,0.043159,0.0055
banana,0,label_shift,DR-M13,features,0,0.070015,0.0011
banana,0,label_shift,DR-M14,joint,0,0.015923,0.1005
banana,0,label_shift,DR-C1,errors,0,,0.0008
banana,0,label_shift,DR-C2,errors,1,172.0,0.0003
banana,0,label_shift,DR-C3,errors,0,,0.0006
banana,0,label_shift,DR-C4,errors,0,,0.0004
banana,0,label_shift,DR-C5,errors,0,,0.402
banana,0,label_shift,DR-C6,errors,0,,0.0097
banana,0,label_shift,DR-C7,errors,0,,0.0064
banana,0,label_shift,DR-C9,errors,0,,0.0005
banana,0,label_shift,DR-MV1,joint,0,3.262824,0.0006
banana,0,label_shift,DR-MV2,joint,0,0.072,0.002
banana,0,label_shift,DR-CV1,joint,0,0.49148,0.6142
banana,0,concept,DR-M1,features,0,0.4183,0.0016
banana,0,concept,DR-M2,features,0,0.048777,0.0009
banana,0,concept,DR-M3,features,0,0.517052,0.0019
banana,0,concept,DR-M4,features,0,0.024125,0.0122
banana,0,concept,DR-M5,features,0,0.00876,0.0007
banana,0,concept,DR-M6,features,0,0.084439,0.0071
banana,0,concept,DR-M7,features,0,0.446944,0.0016
banana,0,concept,DR-M8,errors,1,0.088,0.0
banana,0,concept,DR-M10,joint,0,0.00232,0.1048
banana,0,concept,DR-M12,features,0,0.45017,0.0012
banana,0,concept,DR-M13,features,0,0.25,0.0009
banana,0,concept,DR-M14,joint,0,0.007381,0.0998
banana,0,concept,DR-C1,errors,0,,0.0015
banana,0,concept,DR-C2,errors,1,31.0,0.0006
banana,0,concept,DR-C3,errors,0,,0.0015
banana,0,concept,DR-C4,errors,0,,0.0007
banana,0,concept,DR-C5,errors,0,,0.4
banana,0,concept,DR-C6,errors,0,,0.0081
banana,0,concept,DR-C7,errors,0,,0.0063
banana,0,concept,DR-C9,errors,0,,0.0005
banana,0,concept,DR-MV1,joint,0,0.774159,0.0006
banana,0,concept,DR-MV2,joint,0,0.044,0.002
banana,0,concept,DR-CV1,joint,0,0.49018,0.6507
banana,1,none,DR-M1,features,0,0.666288,0.0021
banana,1,none,DR-M2,features,0,0.055786,0.0008
banana,1,none,DR-M3,features,0,0.467252,0.002
banana,1,none,DR-M4,features,0,0.029432,0.0129
banana,1,none,DR-M5,features,0,0.009954,0.0007
banana,1,none,DR-M6,features,0,0.073958,0.0084
banana,1,none,DR-M7,features,0,0.720655,0.0017
banana,1,none,DR-M8,errors,0,-0.014,0.0001
banana,1,none,DR-M10,joint,0,0.003262,0.1138
banana,1,none,DR-M12,features,0,0.725857,0.0058
banana,1,none,DR-M13,features,0,0.25,0.0009
banana,1,none,DR-M14,joint,0,0.007809,0.1245
banana,1,none,DR-C1,errors,0,,0.0012
banana,1,none,DR-C2,errors,1,233.0,0.0006
banana,1,none,DR-C3,errors,0,,0.0011
banana,1,none,DR-C4,errors,0,,0.0005
banana,1,none,DR-C5,errors,0,,0.4026
banana,1,none,DR-C6,errors,0,,0.0125
banana,1,none,DR-C7,errors,0,,0.0059
banana,1,none,DR-C9,errors,0,,0.0005
banana,1,none,DR-MV1,joint,0,0.184452,0.0006
banana,1,none,DR-MV2,joint,0,0.028,0.0021
banana,1,none,DR-CV1,joint,0,0.48896,0.6255
banana,1,shift,DR-M1,features,0,0.102966,0.0018
banana,1,shift,DR-M2,features,0,0.082893,0.0007
banana,1,shift,DR-M3,features,0,0.156765,0.002
banana,1,shift,DR-M4,features,0,0.042919,0.0125
banana,1,shift,DR-M5,features,0,0.014763,0.0008
banana,1,shift,DR-M6,features,0,0.203088,0.0064
banana,1,shift,DR-M7,features,1,0.009174,0.003
banana,1,shift,DR-M8,errors,1,0.078,0.0001
banana,1,shift,DR-M10,joint,0,0.006761,0.1106
banana,1,shift,DR-M12,features,0,0.030322,0.0012
banana,1,shift,DR-M13,features,1,0.015599,0.0014
banana,1,shift,DR-M14,joint,1,0.025661,0.1019
banana,1,shift,DR-C1,errors,0,,0.0009
banana,1,shift,DR-C2,errors,1,14.0,0.0003
banana,1,shift,DR-C3,errors,0,,0.0006
banana,1,shift,DR-C4,errors,0,,0.0003
banana,1,shift,DR-C5,errors,0,,0.3613
banana,1,shift,DR-C6,errors,0,,0.0078
banana,1,shift,DR-C7,errors,0,,0.0061
banana,1,shift,DR-C9,errors,0,,0.0005
banana,1,shift,DR-MV1,joint,1,9.815712,0.0007
banana,1,shift,DR-MV2,joint,0,0.04,0.0021
banana,1,shift,DR-CV1,joint,0,0.5448,0.6372
banana,1,scale,DR-M1,features,1,0.000192,0.002
banana,1,scale,DR-M2,features,1,0.395088,0.0009
banana,1,scale,DR-M3,features,1,0.0,0.002
banana,1,scale,DR-M4,features,1,0.191871,0.0121
banana,1,scale,DR-M5,features,0,0.069406,0.0007
banana,1,scale,DR-M6,features,1,0.464395,0.0067
banana,1,scale,DR-M7,features,0,0.076101,0.0017
banana,1,scale,DR-M8,errors,1,0.082,0.0001
banana,1,scale,DR-M10,joint,1,0.035107,0.1054
banana,1,scale,DR-M12,features,1,0.000195,0.0014
banana,1,scale,DR-M13,features,1,0.0,0.0011
banana,1,scale,DR-M14,joint,1,0.074014,0.0925
banana,1,scale,DR-C1,errors,0,,0.0008
banana,1,scale,DR-C2,errors,1,17.0,0.0003
banana,1,scale,DR-C3,errors,0,,0.0007
banana,1,scale,DR-C4,errors,0,,0.0004
banana,1,scale,DR-C5,errors,0,,0.3882
banana,1,scale,DR-C6,errors,0,,0.008
banana,1,scale,DR-C7,errors,0,,0.0061
banana,1,scale,DR-C9,errors,0,,0.0005
banana,1,scale,DR-MV1,joint,0,5.760144,0.0006
banana,1,scale,DR-MV2,joint,1,0.116,0.0021
banana,1,scale,DR-CV1,joint,1,0.6436,0.6783
banana,1,correlation,DR-M1,features,0,0.4183,0.0018
banana,1,correlation,DR-M2,features,0,0.07154,0.0008
banana,1,correlation,DR-M3,features,0,0.233138,0.0018
banana,1,correlation,DR-M4,features,0,0.036128,0.0118
banana,1,correlation,DR-M5,features,0,0.012777,0.0007
banana,1,correlation,DR-M6,features,0,0.109549,0.0065
banana,1,correlation,DR-M7,features,0,0.253927,0.0016
banana,1,correlation,DR-M8,errors,1,0.262,0.0001
banana,1,correlation,DR-M10,joint,0,0.006757,0.1093
banana,1,correlation,DR-M12,features,0,0.2682,0.001
banana,1,correlation,DR-M13,features,0,0.191515,0.0012
banana,1,correlation,DR-M14,joint,0,0.017158,0.1075
banana,1,correlation,DR-C1,errors,1,121.0,0.0007
banana,1,correlation,DR-C2,errors,1,7.0,0.0002
banana,1,correlation,DR-C3,errors,1,233.0,0.0006
banana,1,correlation,DR-C4,errors,1,43.0,0.0003
banana,1,correlation,DR-C5,errors,1,19.0,0.2431
banana,1,correlation,DR-C6,errors,1,15.0,0.0065
banana,1,correlation,DR-C7,errors,1,15.0,0.0049
banana,1,correlation,DR-C9,errors,1,46.0,0.0004
banana,1,correlation,DR-MV1,joint,0,2.136414,0.0006
banana,1,correlation,DR-MV2,joint,0,0.052,0.0021
banana,1,correlation,DR-CV1,joint,0,0.58318,0.6643
banana,1,selection,DR-M1,features,1,2e-06,0.0022
banana,1,selection,DR-M2,features,0,0.203926,0.0008
banana,1,selection,DR-M3,features,1,0.000225,0.002
banana,1,selection,DR-M4,features,1,0.106806,0.0139
banana,1,selection,DR-M5,features,0,0.036088,0.0008
banana,1,selection,DR-M6,features,1,0.419759,0.0066
banana,1,selection,DR-M7,features,1,0.0,0.0016
banana,1,selection,DR-M8,errors,0,-0.014,0.0
banana,1,selection,DR-M10,joint,1,0.02875,0.1079
banana,1,selection,DR-M12,features,1,0.0,0.0013
banana,1,selection,DR-M13,features,1,0.0,0.0011
banana,1,selection,DR-M14,joint,1,0.091353,0.0939
banana,1,selection,DR-C1,errors,0,,0.0008
banana,1,selection,DR-C2,errors,1,154.0,0.0004
banana,1,selection,DR-C3,errors,0,,0.0007
banana,1,selection,DR-C4,errors,0,,0.0004
banana,1,selection,DR-C5,errors,0,,0.394
banana,1,selection,DR-C6,errors,0,,0.0085
banana,1,selection,DR-C7,errors,0,,0.0059
banana,1,selection,DR-C9,errors,0,,0.0005
banana,1,selection,DR-MV1,joint,1,31.802279,0.0006
banana,1,selection,DR-MV2,joint,0,0.064,0.0021
banana,1,selection,DR-CV1,joint,0,0.50168,0.6434
banana,1,label_shift,DR-M1,features,0,0.316137,0.0023
banana,1,label_shift,DR-M2,features,0,0.070865,0.0008
banana,1,label_shift,DR-M3,features,0,0.266648,0.002
banana,1,label_shift,DR-M4,features,0,0.0371,0.0129
banana,1,label_shift,DR-M5,features,0,0.012658,0.0007
banana,1,label_shift,DR-M6,features,0,0.090957,0.0099
banana,1,label_shift,DR-M7,features,0,0.863143,0.0016
banana,1,label_shift,DR-M8,errors,0,0.01,0.0
banana,1,label_shift,DR-M10,joint,0,0.001682,0.1046
banana,1,label_shift,DR-M12,features,0,0.375056,0.001
banana,1,label_shift,DR-M13,features,0,0.25,0.0009
banana,1,label_shift,DR-M14,joint,0,0.005345,0.111
banana,1,label_shift,DR-C1,errors,0,,0.0007
banana,1,label_shift,DR-C2,errors,1,20.0,0.0003
banana,1,label_shift,DR-C3,errors,0,,0.0006
banana,1,label_shift,DR-C4,errors,0,,0.0003
banana,1,label_shift,DR-C5,errors,0,,0.4414
banana,1,label_shift,DR-C6,errors,0,,0.0128
banana,1,label_shift,DR-C7,errors,0,,0.006
banana,1,label_shift,DR-C9,errors,0,,0.0005
banana,1,label_shift,DR-MV1,joint,0,0.028825,0.0006
banana,1,label_shift,DR-MV2,joint,0,0.04,0.0021
banana,1,label_shift,DR-CV1,joint,0,0.4972,0.6528
banana,1,concept,DR-M1,features,0,0.949654,0.0016
banana,1,concept,DR-M2,features,0,0.058738,0.0007
banana,1,concept,DR-M3,features,0,0.424111,0.002
banana,1,concept,DR-M4,features,0,0.030993,0.0119
banana,1,concept,DR-M5,features,0,0.010485,0.0008
banana,1,concept,DR-M6,features,0,0.052636,0.0063
banana,1,concept,DR-M7,features,0,0.826934,0.0016
banana,1,concept,DR-M8,errors,1,0.066,0.0001
banana,1,concept,DR-M10,joint,0,0.000877,0.1075
banana,1,concept,DR-M12,features,0,0.908766,0.0053
banana,1,concept,DR-M13,features,0,0.25,0.0009
banana,1,concept,DR-M14,joint,0,0.004147,0.0934
banana,1,concept,DR-C1,errors,0,,0.0007
banana,1,concept,DR-C2,errors,1,16.0,0.0003
banana,1,concept,DR-C3,errors,0,,0.0006
banana,1,concept,DR-C4,errors,0,,0.0003
banana,1,concept,DR-C5,errors,0,,0.3666
banana,1,concept,DR-C6,errors,0,,0.0077
banana,1,concept,DR-C7,errors,0,,0.0065
banana,1,concept,DR-C9,errors,0,,0.0005
banana,1,concept,DR-MV1,joint,0,0.048046,0.0007
banana,1,concept,DR-MV2,joint,0,0.06,0.0022
banana,1,concept,DR-CV1,joint,0,0.50702,0.6014
banana,2,none,DR-M1,features,0,0.039916,0.002
banana,2,none,DR-M2,features,0,0.129807,0.0007
banana,2,none,DR-M3,features,1,0.017262,0.0019
banana,2,none,DR-M4,features,1,0.068461,0.0127
banana,2,none,DR-M5,features,0,0.023061,0.0008
banana,2,none,DR-M6,features,0,0.16923,0.0064
banana,2,none,DR-M7,features,0,0.039218,0.0015
banana,2,none,DR-M8,errors,1,0.05,0.0001
banana,2,none,DR-M10,joint,0,0.00691,0.095
banana,2,none,DR-M12,features,0,0.045101,0.0014
banana,2,none,DR-M13,features,0,0.036016,0.0014
banana,2,none,DR-M14,joint,0,0.022234,0.0909
banana,2,none,DR-C1,errors,1,28.0,0.0006
banana,2,none,DR-C2,errors,1,67.0,0.0003
banana,2,none,DR-C3,errors,0,,0.0006
